Dimension,Precision,Recall,F1,F2,AUC,Brier,AUC scores,Precision scores,Recall scores,F1 scores,F2 scores,Brier scores
Change,0.23763115222648112,0.7263026155148957,0.34764076164892954,0.49447838061148175,0.7708235972614023,0.19348386797843914,"[0.8708513474806068, 0.8002464041661133, 0.8110446778380828, 0.8033600138812058, 0.7671401231202336, 0.7076015593814976, 0.7543414983589583, 0.7251790079658488, 0.7288635292923247, 0.7396078111291521]","[0.16659330985915494, 0.13787061994609165, 0.2091498805052919, 0.19515108085512958, 0.2176690901079533, 0.34172435494021397, 0.31402785673678224, 0.28361458900381054, 0.2657125898568885, 0.24479815045349457]","[0.801058201058201, 0.9131210949122285, 0.8120360551431601, 0.8283903675538656, 0.7724784988272088, 0.5619663648124191, 0.6745535032819416, 0.6314194818966823, 0.6479575426182053, 0.6200450450450451]","[0.27582437602477683, 0.23956910346980992, 0.3326274637563121, 0.31588613406795224, 0.3396356136129254, 0.42500733783387146, 0.4285506473354992, 0.39141663145043903, 0.3768766661989617, 0.3510136427387479]","[0.4547092743873138, 0.42978377772798565, 0.5150842498234285, 0.502367336899711, 0.5116519937856033, 0.4977997799779978, 0.5485897308570861, 0.5070559610705596, 0.5031847133757962, 0.474556988209336]","[0.06139280584428622, 0.30090969465766754, 0.189831189089842, 0.218620167729779, 0.23735462646918004, 0.1815373685267271, 0.18201615518865738, 0.2001791588799481, 0.20577015151281142, 0.15722736188549277]"
Text,0.23528321066228192,0.731262827130544,0.34424108831949873,0.49148425921416805,0.7702093742609317,0.19903161536441843,"[0.8710315926139882, 0.7985505418892802, 0.8042414663277069, 0.8084506217255129, 0.7629243095624486, 0.7095546433905542, 0.7621659996764889, 0.7179104554956612, 0.7233381737438156, 0.7439259381838601]","[0.16744083167440832, 0.13271329681063404, 0.1995033653531987, 0.184091399008407, 0.2108203000319183, 0.3525085798333061, 0.2922753156721961, 0.28230366492146597, 0.2770129027607583, 0.25416245055652653]","[0.801058201058201, 0.9297828027372805, 0.8093849416755037, 0.8659062103929024, 0.774628616106333, 0.558085381630013, 0.7208059838192642, 0.6126344493258598, 0.6180443872627854, 0.6222972972972973]","[0.2769849981705086, 0.23227292998364799, 0.3201048492791612, 0.3036309497355673, 0.33143765158484567, 0.43209134615384615, 0.4159069890342185, 0.3865048265315875, 0.38255935493504556, 0.3609169877865587]","[0.4559691603421275, 0.42240004325376446, 0.502286861241815, 0.49743709226467847, 0.504686465284499, 0.49979146392325874, 0.5573654390934845, 0.4964521593950257, 0.4959349593495935, 0.4825189479934337]","[0.061037577030596014, 0.31905725361792825, 0.20030271672818817, 0.24200349050921277, 0.24693035970778568, 0.17514324988030333, 0.20484346765101086, 0.198279456963257, 0.19159188842726305, 0.15112669312863916]"
Developer,0.1476525527576418,0.6133913688266335,0.2210361825722941,0.32705675921260174,0.6318621164175877,0.36162447680973636,"[0.5141174357374476, 0.6196130372235535, 0.6603501730669481, 0.6629522288661289, 0.6767138031811984, 0.6362202430672445, 0.6428382433502945, 0.6243493079727692, 0.6401217198792255, 0.6413449718310679]","[0.015046892713593734, 0.07250135062128579, 0.10253818945077156, 0.10791562889165629, 0.17909730152052408, 0.2239512855209743, 0.20669970516278777, 0.21977143770478702, 0.17777085927770858, 0.17123287671232876]","[0.926984126984127, 0.7985718536149955, 0.6993637327677624, 0.702915082382763, 0.5824863174354965, 0.5138421733505821, 0.5029766447870554, 0.41660354491743673, 0.5509810228369251, 0.4391891891891892]","[0.029613102783834493, 0.13293380550258785, 0.17885352045832062, 0.18710569818832024, 0.2739600091932889, 0.31194533888321685, 0.29299306420060467, 0.2877472010044993, 0.2688112985484504, 0.24639878695981804]","[0.07064744024000774, 0.2659321496512365, 0.32316550287884355, 0.33428970971164046, 0.40158477751125243, 0.40817165406116407, 0.3909123264918733, 0.3533160315543336, 0.38804820587169264, 0.33449979415397285]","[0.8866974531638532, 0.5407663675537091, 0.3741177197399107, 0.37214079416806956, 0.24394952661899394, 0.2706225771078197, 0.2456021128392049, 0.21026456824254405, 0.2878588969373098, 0.18422475172594868]"
Project,0.2464184906592315,0.7302008044324392,0.3612814475710597,0.5105802844657872,0.7788268312593827,0.1810724821227238,"[0.8702946980979018, 0.8252028857385275, 0.8085890358903588, 0.8088222324752592, 0.7744771109852305, 0.7463986479055825, 0.7654170318634046, 0.7293623665606481, 0.7246752318546967, 0.7350290712222163]","[0.168602054488611, 0.17072751246918536, 0.1914919477362504, 0.2376612342627636, 0.25229449989951097, 0.3481789660346474, 0.31466429888668807, 0.27547699572458684, 0.2747470459208944, 0.230340351169177]","[0.798941798941799, 0.8860458196965189, 0.8353658536585366, 0.7799746514575412, 0.7361219702892885, 0.6604139715394567, 0.7032514119981682, 0.6539918194212998, 0.6244773238983596, 0.6234234234234234]","[0.27844366586760094, 0.28629109786579504, 0.3115637514213675, 0.36431446838740233, 0.3757920470987377, 0.45596641657734904, 0.4347867119667799, 0.3876616379310345, 0.3816028696378556, 0.336391808956675]","[0.4571324775974812, 0.48207983941464044, 0.4994769045430048, 0.5355588818881192, 0.5320561724732277, 0.5599798165942697, 0.5639613171746848, 0.5130124777183601, 0.4977566978592488, 0.4647882593948349]","[0.06043523252042566, 0.2293233663335753, 0.2150678795928769, 0.16584552180023784, 0.193229029916444, 0.188147713407571, 0.18499698827744915, 0.21063524178726428, 0.19437194001266467, 0.16867190757872952]"
File,0.24455607760779885,0.7486231548122968,0.35763292794080337,0.5082059246755757,0.7809489263520157,0.19344834509707015,"[0.8706122065139024, 0.7965373181113036, 0.8121819522543051, 0.81471162458009, 0.7869637684058235, 0.737525978101309, 0.7742117738781329, 0.7342418725279833, 0.7288636117250071, 0.7536391574223004]","[0.1677762982689747, 0.12878294825903025, 0.19569932453368036, 0.21532145931271932, 0.2239974265494317, 0.3601906322138655, 0.30931356751530775, 0.30321037756359154, 0.2712476164532825, 0.27002112540810447]","[0.8, 0.9419815531091937, 0.837221633085896, 0.8243346007604563, 0.8166536356528538, 0.6257438551099612, 0.7325599145168676, 0.633843357067111, 0.6405596654872949, 0.6333333333333333]","[0.2773802971931756, 0.22658794059760243, 0.3172434577326837, 0.3414531709365813, 0.351565129585998, 0.4572049718795784, 0.4349678238013233, 0.41019607843137257, 0.3811118553248493, 0.3786185539248687]","[0.4561911658218682, 0.416272220469128, 0.5056845476381104, 0.5265032542175306, 0.5340525616116167, 0.5453336039144062, 0.5751576020518229, 0.5203591771758327, 0.5034634442309637, 0.4990416696244765]","[0.060836795527205896, 0.33380697175158697, 0.20994022889091388, 0.1937387060404343, 0.23803419463450043, 0.17738273587965467, 0.1925649064821536, 0.18583100375306963, 0.1997930406041979, 0.14255486740698411]"
