Source,has_feature_addition,deletions,cross_project_changes,insertions,num_file_types,is_preventive,last_mth_cro_proj_nbr,project_changes_owner,whole_changes_owner,is_refactoring,cross_project_changes_owner,description_word_count,whole_within_project_changes,is_merge,num_directory_files,within_project_changes,is_corrective,description_length,num_file_changes,project_age,is_non_functional,subject_length,within_project_changes_owner,num_dev_modified_files,avg_num_dev_modified_files,code_churn,last_mth_dep_proj_nbr,ratio_dep_chan_owner,projects_contributed_owner,is_dependent,Source_repo,reviewers,is_cross,insertions_target,deletions_target,code_churn_target,num_directory_files_target,is_corrective_target,is_refactoring_target,is_preventive_target,is_non_functional_target,has_feature_addition_target,is_merge_target,cross_project_changes_owner_target,within_project_changes_owner_target,whole_changes_owner_target,projects_contributed_owner_target,project_changes_owner_target,ratio_dep_chan_owner_target,project_age_target,last_mth_dep_proj_nbr_target,last_mth_cro_proj_nbr_target,cross_project_changes_target,within_project_changes_target,whole_within_project_changes_target,num_file_changes_target,num_file_types_target,num_dev_modified_files_target,avg_num_dev_modified_files_target,description_word_count_target,description_length_target,subject_length_target,number_target,Target_repo,Target,Source_date,Target_date,Source_author,Target_author,changed_files_overlap,cmn_dev_pctg,num_shrd_file_tkns,num_shrd_desc_tkns,dev_in_src_change_nbr,src_trgt_co_changed_nbr
350,0,46,0,400,3,0,0,6,6,0,0,11,0,0,11,0,0,127,14,1855939.0,0,42,0,6,0.5454545454545454,446,0,0.0,1,0,openstack/glance,"[1, 3, 7, 360, 475, 1132]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-26 03:24:10,2025-07-04 11:04:23,475,8064,1.4444444444444444,0.0,0.6923076923076923,0.0975609756097561,0,0
352,0,3,0,22,2,0,0,7,7,0,0,6,0,0,3,0,1,94,7,1900640.0,0,39,0,4,1.3333333333333333,25,0,0.0,1,0,openstack/glance,[],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-26 15:49:11,2025-07-04 11:04:23,475,8064,1.6,0.0,0.625,0.0975609756097561,0,0
354,0,2,0,4,1,1,0,2,2,1,0,13,0,0,2,0,1,139,4,2773772.0,0,84,0,3,1.5,6,0,0.0,1,0,openstack/keystone,"[3, 5, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-26 18:03:13,2025-07-04 11:04:23,360,8064,1.8461538461538463,0.0,0.5416666666666666,0.0975609756097561,0,0
355,0,15,0,15,4,0,0,22,22,0,0,12,0,0,7,0,0,145,5,2782495.0,0,90,0,4,0.4444444444444444,30,0,0.0,1,0,openstack/keystone,"[3, 4, 8, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-26 20:28:36,2025-07-04 11:04:23,8,8064,1.9,0.0,0.5263157894736842,0.0975609756097561,0,0
357,0,1,0,1,1,0,0,3,3,1,0,25,0,0,1,0,1,232,16,2950177.0,0,177,0,7,7.0,2,0,0.0,1,0,openstack/keystone,"[3, 4, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-28 19:03:18,2025-07-04 11:04:23,360,8064,1.7692307692307692,0.0,0.5652173913043478,0.0975609756097561,0,0
358,0,0,0,108,2,1,0,0,0,0,0,12,0,0,5,0,0,118,36,3021364.0,0,17,0,9,1.8,108,0,0.0,0,0,openstack/keystone,[1228],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-29 14:49:45,2025-07-04 11:04:23,688,8064,1.5,0.0,0.6666666666666666,0.0975609756097561,0,0
359,0,0,0,100,2,0,0,1,1,0,0,20,0,0,5,0,1,160,36,3021433.0,0,30,0,9,1.8,100,0,0.0,1,0,openstack/keystone,"[2, 3, 4, 688, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-29 14:50:54,2025-07-04 11:04:23,688,8064,1.4210526315789473,0.0,0.7037037037037037,0.0975609756097561,0,0
360,0,2,0,154,3,0,0,23,23,0,0,7,0,0,5,0,0,90,4,3028278.0,0,35,0,2,0.2857142857142857,156,0,0.0,1,0,openstack/keystone,"[3, 4, 8, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-29 16:44:59,2025-07-04 11:04:23,8,8064,2.1578947368421053,0.0,0.4634146341463415,0.0975609756097561,0,0
361,0,1,0,37,2,1,0,10,10,1,0,24,0,0,2,0,1,207,8,2194684.0,0,19,0,4,2.0,38,0,0.0,1,0,openstack/glance,"[3, 7, 357, 1032]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-30 01:29:55,2025-07-04 11:04:23,1032,8064,1.5,0.0,0.6666666666666666,0.0975609756097561,0,0
363,0,1977,0,279,7,0,0,24,24,0,0,10,0,0,57,0,0,114,46,3126533.0,0,59,0,10,0.1666666666666666,2256,0,0.0,1,0,openstack/keystone,"[3, 5, 8, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-30 20:02:34,2025-07-04 11:04:23,8,8064,2.2,0.0,0.45454545454545453,0.0975609756097561,0,0
367,0,16,0,16,1,0,0,11,11,1,0,16,0,0,4,0,1,142,6,2284064.0,0,17,0,4,1.0,32,0,0.0,1,0,openstack/glance,"[3, 7]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-31 02:19:35,2025-07-04 11:04:23,1032,8064,1.3333333333333333,0.0,0.75,0.0975609756097561,0,0
368,0,4,0,4,1,0,0,2,2,1,0,28,0,0,1,0,1,223,2,2289257.0,0,30,0,2,2.0,8,0,0.0,1,0,openstack/glance,"[3, 7, 1032, 1132]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-31 03:46:08,2025-07-04 11:04:23,1132,8064,1.7692307692307692,0.0,0.5652173913043478,0.0975609756097561,0,0
370,1,0,0,136,1,0,0,0,4,0,0,8,0,0,1,0,0,88,1,0.0,0,33,0,1,1.0,136,0,0.0,2,0,openstack/openstack-chef,"[1, 3]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-31 20:25:47,2025-07-04 11:04:23,1,8064,2.3333333333333335,0.0,0.42857142857142855,0.0975609756097561,0,0
371,0,3,0,6,2,0,0,25,25,0,0,9,0,0,2,0,1,115,9,3221635.0,0,60,0,3,1.5,9,0,0.0,1,0,openstack/keystone,"[3, 4, 8]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-08-31 22:27:36,2025-07-04 11:04:23,8,8064,1.8571428571428572,0.0,0.5384615384615384,0.0975609756097561,0,0
373,0,2487,0,786,2,0,0,26,26,0,0,13,0,1,11,0,0,152,12,3288979.0,0,151,0,4,0.3636363636363636,3273,0,0.0,1,0,openstack/keystone,"[3, 4, 8, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-01 17:10:00,2025-07-04 11:04:23,8,8064,2.625,0.0,0.38095238095238093,0.0975609756097561,0,0
374,0,7,0,2,3,0,0,0,0,1,0,28,0,0,3,0,1,257,9,2440722.0,1,42,0,5,1.6666666666666667,9,0,0.0,0,0,openstack/glance,"[3, 7, 1420]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-01 21:50:33,2025-07-04 11:04:23,1420,8064,1.4705882352941178,0.0,0.68,0.0975609756097561,0,0
375,0,30,0,1273,4,0,0,0,0,1,0,50,0,1,36,0,0,370,10,3307947.0,1,38,0,4,0.0606060606060606,1303,0,0.0,0,0,openstack/keystone,"[3, 4, 1228, 1441]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-01 22:26:08,2025-07-04 11:04:23,1441,8064,2.263157894736842,0.0,0.4418604651162791,0.0975609756097561,0,0
376,0,33,0,130,2,0,0,4,4,0,0,9,0,0,3,0,0,100,5,3361527.0,0,45,0,3,1.0,163,0,0.0,1,0,openstack/keystone,"[3, 4, 177, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-02 13:19:08,2025-07-04 11:04:23,360,8064,1.9285714285714286,0.0,0.5185185185185185,0.0975609756097561,0,0
377,0,1,0,32,1,0,0,0,5,0,0,12,0,0,2,0,0,125,12,2497266.0,0,70,0,7,3.5,33,0,0.0,1,0,openstack/glance,"[3, 7, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-02 13:32:57,2025-07-04 11:04:23,360,8064,1.7142857142857142,0.0,0.5833333333333334,0.0975609756097561,0,0
378,0,3,0,3,1,0,0,0,0,1,0,24,0,0,1,0,1,193,8,3602075.0,0,138,0,6,6.0,6,0,0.0,0,0,openstack/keystone,"[3, 4, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-05 08:08:16,2025-07-04 11:04:23,271,8064,1.8333333333333333,0.0,0.5454545454545454,0.0975609756097561,0,0
379,1,0,0,136,1,0,0,0,5,0,0,9,0,0,1,0,0,95,1,0.0,1,40,0,1,1.0,136,0,0.0,3,0,openstack/swift,"[3, 330]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-06 15:38:01,2025-07-04 11:04:23,1,8064,2.3333333333333335,0.0,0.42857142857142855,0.0975609756097561,0,0
381,0,630,0,682,3,0,0,27,27,0,0,9,0,0,12,0,1,91,7,3720525.0,0,36,0,3,0.25,1312,0,0.0,1,0,openstack/keystone,"[3, 4, 8]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-06 17:02:26,2025-07-04 11:04:23,8,8064,2.411764705882353,0.0,0.4146341463414634,0.0975609756097561,0,0
382,0,266,0,189,2,0,0,28,28,0,0,4,0,0,6,0,1,67,7,3728822.0,0,12,0,3,0.5,455,0,0.0,1,0,openstack/keystone,[],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-06 19:20:43,2025-07-04 11:04:23,8,8064,2.1176470588235294,0.0,0.4722222222222222,0.0975609756097561,0,0
383,0,48,0,84,4,0,0,29,29,0,0,7,0,0,12,0,0,95,21,3738181.0,0,40,0,5,0.2777777777777778,132,0,0.0,1,0,openstack/keystone,"[3, 4, 8]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-06 21:56:42,2025-07-04 11:04:23,8,8064,2.0,0.0,0.5,0.0975609756097561,0,0
384,1,46,0,166,5,0,0,30,30,0,0,10,0,0,7,0,0,103,19,3805270.0,1,48,0,4,0.3636363636363636,212,0,0.0,1,0,openstack/keystone,"[3, 4, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-07 16:34:51,2025-07-04 11:04:23,8,8064,1.5555555555555556,0.0,0.6428571428571429,0.0975609756097561,0,0
386,1,30,0,506,2,0,0,3,3,0,0,9,0,0,10,0,0,105,23,2955358.0,0,50,0,7,0.7,536,0,0.0,1,0,openstack/glance,"[3, 7, 385, 679, 1132]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-07 20:47:49,2025-07-04 11:04:23,1132,8064,1.5,0.0,0.6666666666666666,0.0975609756097561,0,0
387,0,6,0,29,1,0,0,4,4,0,0,6,0,0,3,0,0,78,13,2955359.0,0,23,0,5,1.6666666666666667,35,0,0.0,1,0,openstack/glance,[],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-07 20:47:50,2025-07-04 11:04:23,1132,8064,1.2777777777777777,0.0,0.782608695652174,0.0975609756097561,0,0
389,0,11,0,88,1,0,0,4,4,0,0,5,0,0,3,0,0,78,11,2955359.0,0,23,0,5,1.6666666666666667,99,0,0.0,1,0,openstack/glance,[],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-07 20:47:50,2025-07-04 11:04:23,1132,8064,1.5,0.0,0.6666666666666666,0.0975609756097561,0,0
388,0,11,0,34,2,0,0,4,4,0,0,6,0,0,4,0,0,86,17,2955359.0,0,31,0,6,1.5,45,0,0.0,1,0,openstack/glance,[],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-07 20:47:50,2025-07-04 11:04:23,1132,8064,1.3333333333333333,0.0,0.75,0.0975609756097561,0,0
391,0,0,0,24,1,0,0,0,0,0,0,6,0,0,2,0,0,83,1,109071.0,0,28,0,1,0.5,24,0,0.0,0,0,openstack/swift,"[3, 330]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-07 21:55:52,2025-07-04 11:04:23,1216,8064,4.285714285714286,0.0,0.23333333333333334,0.0975609756097561,0,0
392,0,1,0,1,1,0,0,0,1,0,0,6,0,0,1,0,0,78,1,110001.0,0,23,0,1,1.0,2,0,0.0,1,0,openstack/swift,"[3, 1216]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-07 22:11:22,2025-07-04 11:04:23,330,8064,2.1,0.0,0.47619047619047616,0.0975609756097561,0,0
393,0,1462,0,343,5,0,0,31,31,0,0,5,0,0,52,0,1,77,20,3826575.0,0,22,0,5,0.0581395348837209,1805,0,0.0,1,0,openstack/keystone,"[3, 4]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-07 22:29:56,2025-07-04 11:04:23,8,8064,2.3684210526315788,0.0,0.4222222222222222,0.0975609756097561,0,0
395,0,0,0,0,1,1,0,0,6,1,0,3,0,0,1,0,0,59,1,0.0,0,4,0,1,1.0,0,0,0.0,4,0,openstack-attic/image-api,[],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 00:46:35,2025-07-04 11:04:23,1,8064,6.666666666666667,0.0,0.15,0.0975609756097561,0,0
397,0,4,0,77,1,0,0,0,0,0,0,84,0,0,1,0,0,622,10,3004699.0,0,397,0,6,6.0,81,0,0.0,0,0,openstack/glance,"[7, 1132, 1427]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 10:30:10,2025-07-04 11:04:23,1427,8064,3.142857142857143,0.0,0.3181818181818182,0.0975609756097561,0,0
398,1,40,0,301,3,1,0,2,2,0,0,50,0,0,12,0,1,366,29,3023630.0,0,60,0,8,0.6666666666666666,341,0,0.0,1,0,openstack/glance,"[3, 7, 100, 177, 679, 1132, 2166]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 15:45:41,2025-07-04 11:04:23,100,8064,1.6666666666666667,0.0,0.6,0.0975609756097561,0,0
399,0,0,0,961,2,0,0,0,0,0,0,4,0,0,6,0,0,79,1,55054.0,0,24,0,1,0.1666666666666666,961,0,0.0,0,0,openstack-attic/image-api,"[3, 964]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 16:04:09,2025-07-04 11:04:23,964,8064,1.9411764705882353,0.0,0.5151515151515151,0.0975609756097561,0,0
401,0,54,0,93,1,0,0,40,40,0,0,3,0,0,17,0,0,59,26,3894806.0,0,4,0,8,0.4705882352941176,147,0,0.0,1,0,openstack/keystone,[],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 17:27:07,2025-07-04 11:04:23,4,8064,1.25,0.0,0.8,0.0975609756097561,0,0
402,0,9,0,6,1,0,0,1,1,0,0,6,0,0,1,0,0,79,2,64212.0,0,24,0,1,1.0,15,0,0.0,1,0,openstack-attic/image-api,"[3, 964]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 18:36:47,2025-07-04 11:04:23,964,8064,1.8571428571428572,0.0,0.5384615384615384,0.0975609756097561,0,0
403,0,947,0,0,1,0,0,2,2,0,0,5,0,0,5,0,0,77,3,64444.0,1,22,0,1,0.2,947,0,0.0,1,0,openstack-attic/image-api,"[3, 964]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 18:40:39,2025-07-04 11:04:23,964,8064,1.6470588235294117,0.0,0.6071428571428571,0.0975609756097561,0,0
404,1,0,0,2970,5,0,0,0,3,0,0,14,0,0,43,0,0,135,1,0.0,1,80,0,1,0.0136986301369863,2970,0,0.0,1,0,openstack-attic/identity-api,"[3, 4, 964, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 18:57:34,2025-07-04 11:04:23,964,8064,2.25,0.0,0.4444444444444444,0.0975609756097561,0,0
407,0,1,0,1,1,0,0,0,0,0,0,8,0,0,1,0,0,91,1,3041687.0,0,10,0,1,1.0,2,0,0.0,0,0,openstack/glance,"[3, 1132]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 20:46:38,2025-07-04 11:04:23,308,8064,1.9166666666666667,0.0,0.5217391304347826,0.0975609756097561,0,0
408,0,2,0,2,1,0,0,3,4,0,0,6,0,0,1,0,0,78,2,74459.0,0,23,0,1,1.0,4,0,0.0,2,0,openstack-attic/image-api,"[3, 964]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 21:27:34,2025-07-04 11:04:23,964,8064,0.0,0.0,0.0,0.0975609756097561,0,0
409,1,46,0,242,5,0,0,32,32,0,0,12,0,0,8,0,0,145,15,3910589.0,1,90,0,4,0.3333333333333333,288,0,0.0,1,0,openstack/keystone,"[3, 4]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 21:50:10,2025-07-04 11:04:23,8,8064,1.8421052631578947,0.0,0.5428571428571428,0.0975609756097561,0,0
410,0,0,0,947,1,0,0,4,5,0,0,5,0,0,5,0,1,71,1,77224.0,0,16,0,1,0.2,947,0,0.0,2,0,openstack-attic/image-api,"[3, 964]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-08 22:13:39,2025-07-04 11:04:23,964,8064,1.6470588235294117,0.0,0.6071428571428571,0.0975609756097561,0,0
411,1,0,0,1,1,0,0,1,1,0,0,8,0,0,1,0,0,85,6,3062987.0,0,30,0,5,5.0,1,0,0.0,1,0,openstack/glance,[1132],1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-09 02:41:38,2025-07-04 11:04:23,1427,8064,3.5,0.0,0.2857142857142857,0.0975609756097561,0,0
412,0,18,0,35,1,0,0,10,13,0,0,22,0,0,1,0,1,201,5,3114769.0,0,19,0,3,3.0,53,0,0.0,2,0,openstack/glance,"[3, 7, 385, 475, 679, 1132]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-09 17:04:40,2025-07-04 11:04:23,7,8064,2.2,0.0,0.45454545454545453,0.0975609756097561,0,0
414,1,0,0,2024,2,0,0,0,6,1,0,13,0,0,8,0,0,120,1,0.0,0,65,0,1,0.125,2024,0,0.0,2,0,openstack-attic/object-api,"[3, 964]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-09 18:59:24,2025-07-04 11:04:23,964,8064,2.0,0.0,0.5,0.0975609756097561,0,0
416,0,23494,0,0,13,0,0,1,7,0,0,10,0,0,229,0,0,103,1,3779.0,1,48,0,1,0.0043478260869565,23494,0,0.0,3,0,openstack-attic/object-api,"[3, 964]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-09 20:02:23,2025-07-04 11:04:23,964,8064,2.55,0.0,0.39215686274509803,0.0975609756097561,0,0
417,0,0,0,2,1,0,0,2,8,0,0,5,0,0,1,0,0,74,2,3780.0,0,19,0,1,1.0,2,0,0.0,3,0,openstack-attic/object-api,"[3, 964]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-09 20:02:24,2025-07-04 11:04:23,964,8064,3.0,0.0,0.3333333333333333,0.0975609756097561,0,0
418,0,13,0,19,1,0,0,7,7,0,0,9,0,0,1,0,1,102,1,3127803.0,1,26,0,1,1.0,32,0,0.0,1,0,openstack/glance,"[3, 7, 385, 679, 1132]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-09 20:41:54,2025-07-04 11:04:23,1132,8064,1.8181818181818181,0.0,0.55,0.0975609756097561,0,0
419,1,73,0,236,5,0,0,33,33,0,0,14,0,0,11,0,0,154,17,3997077.0,1,99,0,4,0.3076923076923077,309,0,0.0,1,0,openstack/keystone,"[3, 4, 1228]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-09 21:51:38,2025-07-04 11:04:23,8,8064,2.2222222222222223,0.0,0.45,0.0975609756097561,0,0
421,0,1,0,1,1,0,0,0,1,0,0,7,0,0,1,0,0,87,2,504678.0,0,32,0,2,2.0,2,0,0.0,1,0,openstack/swift,"[3, 330]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-12 11:49:19,2025-07-04 11:04:23,308,8064,2.1,0.0,0.47619047619047616,0.0975609756097561,0,0
423,1,6,0,18,2,1,0,41,41,0,0,12,0,0,2,0,0,120,16,4244808.0,0,65,0,5,2.5,24,0,0.0,1,0,openstack/keystone,"[3, 4]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-12 18:40:29,2025-07-04 11:04:23,4,8064,1.4,0.0,0.7142857142857143,0.0975609756097561,0,0
424,0,1,0,1,1,1,0,5,6,0,0,12,0,0,1,0,1,124,2,4252229.0,0,69,0,2,2.0,2,0,0.0,2,0,openstack/keystone,"[3, 4]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-12 20:44:10,2025-07-04 11:04:23,360,8064,1.3529411764705883,0.0,0.7391304347826086,0.0975609756097561,0,0
425,0,46,0,400,3,0,0,11,14,0,0,11,0,0,11,0,0,127,22,3387594.0,0,42,0,8,0.7272727272727273,446,0,0.0,2,0,openstack/glance,"[3, 7, 475]",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,386513281.0,0,0,0,0,2,0,1,0,0.0,10,123,21,954109,openstack/puppet-keystone,954109,2011-09-12 20:51:45,2025-07-04 11:04:23,7,8064,1.4444444444444444,0.0,0.6923076923076923,0.0975609756097561,0,0
