changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
"['jenkins/jobs/projects.yaml', 'jenkins/jobs/tempest-jobs.yaml']",6547,MERGED,278091,1,188,94.5,94.5,2
['nova/compute/manager.py'],8543,MERGED,302182,13,13,13.0,13.0,1
['doc/source/admin/hardware-burn-in.rst'],11292,MERGED,821272,0,0,0.0,0.0,0
"['vitrage/api_handler/service.py', 'vitrage/api_handler/apis/base.py', 'vitrage/api_handler/apis/resources.py', 'vitrage/api/controllers/v1/resource.py']",18783,MERGED,451778,0,0,0.0,0.0,0
"['reviewstats/utils.py', 'requirements.txt']",4190,MERGED,60114,0,0,0.0,0.0,0
['requirements.txt'],11131,MERGED,460262,2,2,2.0,2.0,1
"['.zuul.yaml', 'setup.cfg', 'tox.ini']",14107,MERGED,668837,2,5,4.0,3.666666667,3
['doc/source/conf.py'],35058,NEW,854519,0,0,0.0,0.0,0
['devops/driver/libvirt/libvirt_driver.py'],19011,MERGED,332918,0,0,0.0,0.0,0
['run_tests.sh'],538,MERGED,417063,0,0,0.0,0.0,0
"['neutron/tests/unit/db/test_db_base_plugin_v2.py', 'neutron/ipam/utils.py', 'neutron/tests/unit/ipam/test_utils.py', 'releasenotes/notes/subnet-gateway-api-now-validated-79757428072adb42.yaml']",1131,ABANDONED,508002,0,9,0.0,2.25,1
['inventory/group_vars/keystone_all.yml'],17068,MERGED,538235,0,0,0.0,0.0,0
['docker/base/Dockerfile.j2'],167,MERGED,369073,2,2,2.0,2.0,1
['requirements.txt'],11131,MERGED,500011,32,32,32.0,32.0,1
"['spec/classes/glance_client_spec.rb', 'spec/classes/glance_backend_rbd_spec.rb', 'manifests/params.pp', 'spec/defines/glance_backend_multistore_rbd_spec.rb']",6476,MERGED,792549,0,4,1.5,1.75,3
"['ironic/tests/unit/objects/test_volume_target.py', 'ironic/objects/volume_target.py', 'ironic/tests/unit/objects/test_objects.py', 'ironic/objects/__init__.py']",9066,MERGED,285219,0,1,0.0,0.25,1
"['dev/functions', 'zuul.d/project.yaml', 'playbooks/kayobe-overcloud-upgrade-base/globals.yml.j2']",15197,ABANDONED,902488,1,39,30.0,23.33333333,3
['dragonflow/db/api_nb.py'],20229,MERGED,453068,1,1,1.0,1.0,1
"['manilaclient/tests/unit/test_shell.py', 'manilaclient/v2/shares.py', 'manilaclient/v2/shell.py', 'manilaclient/openstack/common/__init__.py', 'manilaclient/v2/share_instance_export_locations.py', 'manilaclient/v2/consistency_group_snapshots.py', 'manilaclient/common/cliutils.py', 'manilaclient/common/apiclient/exceptions.py', 'manilaclient/v2/share_type_access.py', 'manilaclient/api_versions.py', 'manilaclient/v2/availability_zones.py', 'manilaclient/openstack/common/uuidutils.py', 'manilaclient/v2/share_export_locations.py', 'manilaclient/v2/share_servers.py', 'manilaclient/v2/share_replicas.py', 'manilaclient/common/apiclient/base.py', 'openstack-common.conf', 'manilaclient/common/apiclient/__init__.py', 'manilaclient/common/apiclient/client.py', 'manilaclient/openstack/__init__.py', 'manilaclient/tests/unit/test_api_versions.py', 'manilaclient/tests/unit/v2/test_shell.py', 'manilaclient/exceptions.py', 'manilaclient/v2/security_services.py', 'manilaclient/v2/consistency_groups.py', 'manilaclient/v2/services.py', 'manilaclient/v2/quotas.py', 'manilaclient/v2/share_instances.py', 'manilaclient/v2/share_networks.py', 'manilaclient/common/apiclient/auth.py', 'manilaclient/v2/share_snapshots.py', 'manilaclient/base.py', 'manilaclient/common/apiclient/utils.py', 'manilaclient/shell.py', 'manilaclient/common/apiclient/fake_client.py', 'manilaclient/v2/share_snapshot_instances.py', 'manilaclient/v2/scheduler_stats.py', 'manilaclient/v2/contrib/list_extensions.py', 'manilaclient/v2/limits.py', 'manilaclient/v2/share_types.py', 'manilaclient/v2/quota_classes.py', 'tox.ini', 'manilaclient/tests/unit/test_base.py', 'manilaclient/common/_i18n.py']",9796,MERGED,377604,0,10,0.0,0.75,10
['deliverables/zed/octavia-dashboard.yaml'],17685,MERGED,906865,0,0,0.0,0.0,0
"['deployment/keystone/keystone-container.yaml', 'releasenotes/notes/drop-baremetal-keystone-648cf1a028ae96e5.yaml', 'overcloud-resource-registry-puppet.j2.yaml', 'environments/baremetal-services.yaml']",27427,ABANDONED,624803,0,88,1.5,22.75,2
['.gitreview'],14826,MERGED,609735,0,0,0.0,0.0,0
