changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['testcommit'],13962,ABANDONED,155337,0,0,0.0,0.0,0
"['doc/cinder-guide.rst', 'etc/kolla/globals.yml']",16297,MERGED,337571,1,1,1.0,1.0,2
['setup.cfg'],7249,MERGED,740432,5,5,5.0,5.0,1
"['test/unit/obj/test_diskfile.py', 'swift/obj/diskfile.py']",8542,MERGED,178528,0,0,0.0,0.0,0
"['docker/services/gnocchi-metricd.yaml', 'docker/services/horizon.yaml', 'docker/services/octavia-api.yaml', 'docker/services/aodh-api.yaml', 'docker/services/barbican-api.yaml', 'docker/services/ironic-inspector.yaml', 'docker/services/database/mongodb.yaml', 'docker/services/nova-api.yaml', 'docker/services/memcached.yaml', 'docker/services/octavia-housekeeping.yaml', 'docker/services/nova-libvirt.yaml', 'docker/services/heat-api.yaml', 'docker/services/ironic-conductor.yaml', 'docker/services/ovn-metadata.yaml', 'docker/services/mistral-api.yaml', 'docker/services/ec2-api.yaml', 'docker/services/cinder-scheduler.yaml', 'docker/services/tacker.yaml', 'docker/services/iscsid.yaml', 'docker/services/cinder-volume.yaml', 'docker/services/gnocchi-api.yaml', 'docker/services/ovn-dbs.yaml', 'docker/services/nova-scheduler.yaml', 'docker/services/sensu-client.yaml', 'docker/services/ovn-controller.yaml', 'docker/services/sahara-api.yaml', 'docker/services/database/mysql.yaml', 'docker/services/nova-placement.yaml', 'docker/services/congress.yaml', 'docker/services/heat-engine.yaml', 'docker/services/manila-share.yaml', 'docker/services/manila-scheduler.yaml', 'docker/services/neutron-sriov-agent.yaml', 'docker/services/cinder-api.yaml', 'docker/services/etcd.yaml', 'docker/services/collectd.yaml', 'docker/services/octavia-health-manager.yaml', 'docker/services/haproxy.yaml', 'docker/services/swift-storage.yaml', 'docker/services/nova-ironic.yaml', 'docker/services/opendaylight-api.yaml', 'docker/services/gnocchi-statsd.yaml', 'docker/services/ceilometer-agent-central.yaml', 'docker/services/nova-consoleauth.yaml', 'docker/services/nova-conductor.yaml', 'docker/services/mistral-event-engine.yaml', 'docker/services/database/redis.yaml', 'docker/services/neutron-l3.yaml', 'docker/services/neutron-dhcp.yaml', 'docker/services/manila-api.yaml', 'docker/services/nova-vnc-proxy.yaml', 'docker/services/multipathd.yaml', 'docker/services/ceilometer-agent-compute.yaml', 'docker/services/mistral-executor.yaml', 'docker/services/aodh-listener.yaml', 'docker/services/neutron-api.yaml', 'docker/services/nova-metadata.yaml', 'docker/services/neutron-ovs-agent.yaml', 'docker/services/octavia-worker.yaml', 'docker/services/cinder-backup.yaml', 'docker/services/aodh-notifier.yaml', 'docker/services/ironic-api.yaml', 'docker/services/keystone.yaml', 'docker/services/zaqar.yaml', 'docker/services/aodh-evaluator.yaml', 'docker/services/ceilometer-agent-ipmi.yaml', 'docker/services/keepalived.yaml', 'docker/services/heat-api-cfn.yaml', 'docker/services/neutron-metadata.yaml', 'docker/services/sahara-engine.yaml', 'docker/services/swift-proxy.yaml', 'docker/services/glance-api.yaml', 'docker/services/mistral-engine.yaml', 'docker/services/rabbitmq.yaml', 'docker/services/ceilometer-agent-notification.yaml', 'docker/services/nova-compute.yaml']",26343,MERGED,663016,3,25,9.0,9.631578947,76
['tripleo_ansible/roles/octavia_controller_config/tasks/netport.yml'],9816,ABANDONED,845846,0,0,0.0,0.0,0
['setup.cfg'],28614,ABANDONED,622689,0,0,0.0,0.0,0
"['quantum/agent/linux/interface.py', 'quantum/tests/unit/test_linux_interface.py']",2874,ABANDONED,34180,0,0,0.0,0.0,0
['heat/tests/test_scheduler.py'],4257,MERGED,28538,0,0,0.0,0.0,0
['setup-test-env-qpid.sh'],8770,ABANDONED,337715,1,1,1.0,1.0,1
"['openstack_dashboard/dashboards/project/volumes/templates/volumes/volumes/_limits.html', 'openstack_dashboard/dashboards/project/access_and_security/templates/access_and_security/floating_ips/_allocate.html', 'openstack_dashboard/dashboards/project/volumes/templates/volumes/volumes/_extend_limits.html']",18934,ABANDONED,250667,0,0,0.0,0.0,0
"['lib/cinder', 'lib/tempest']",27615,MERGED,877497,46,171,108.5,108.5,2
['multi-node-aio/playbooks/deploy-vms.yml'],11069,MERGED,582808,0,0,0.0,0.0,0
['functionaltests/api/v1/smoke/test_orders.py'],8623,MERGED,463844,0,0,0.0,0.0,0
"['tests/unit/test_alert_rules/test_libvirt.yaml', 'src/prometheus_alert_rules/ovs.yaml', 'src/prometheus_alert_rules/libvirt.yaml', 'tests/unit/test_alert_rules/test_ovs.yaml']",34983,MERGED,893826,0,0,0.0,0.0,0
['functions.sh'],2750,MERGED,418367,18,18,18.0,18.0,1
['stack.sh'],7118,ABANDONED,508409,57,57,57.0,57.0,1
"['releasenotes/notes/helm-install-ingress-nginx-fe2acec1dd3032e3.yaml', 'magnum/drivers/k8s_fedora_atomic_v1/templates/kubecluster.yaml', 'magnum/drivers/common/templates/kubernetes/helm/ingress-nginx.sh']",9995,MERGED,648655,0,4,0.0,1.333333333,1
['ansible/roles/keystone/tasks/register.yml'],6488,ABANDONED,545402,0,0,0.0,0.0,0
"['manifests/cell_v2/simple_setup.pp', 'spec/classes/nova_cell_v2_simple_setup_spec.rb', 'lib/puppet/type/nova_cell_v2.rb', 'manifests/cell_v2/cell.pp', 'spec/defines/nova_cell_v2_cell_spec.rb', 'releasenotes/notes/add_cell_v2_provider-d1e6f8226ae3401e.yaml', 'lib/puppet/provider/nova_cell_v2/nova_manage.rb']",23811,ABANDONED,456400,1,2,2.0,1.571428571,7
"['ansible/module_utils/kolla_systemd_worker.py', 'releasenotes/notes/bug-2048130-23b8174396bd3c69.yaml']",27339,MERGED,904805,0,1,0.5,0.5,1
['lower-constraints.txt'],9816,NEW,904989,1,1,1.0,1.0,1
['run_lint_tests.sh'],3153,ABANDONED,339700,1,1,1.0,1.0,1
['doc/admin-guide-cloud/source/compute-images-instances.rst'],9162,MERGED,281066,1,1,1.0,1.0,1
['sahara/plugins/mapr/services/oozie/oozie.py'],18793,MERGED,295333,0,0,0.0,0.0,0
['setup.cfg'],20863,ABANDONED,480504,2,2,2.0,2.0,1
"['nova/virt/libvirt/driver.py', 'nova/tests/unit/virt/disk/test_api.py', 'nova/tests/unit/privsep/test_fs.py', 'nova/tests/unit/virt/libvirt/test_utils.py', 'nova/virt/libvirt/utils.py', 'nova/virt/disk/api.py', 'nova/privsep/fs.py', 'nova/tests/unit/virt/libvirt/test_driver.py']",2271,MERGED,551921,0,63,2.0,14.0,5
"['nova/virt/vmwareapi/volumeops.py', 'nova/tests/virt/vmwareapi/test_volumeops.py']",8247,MERGED,122251,0,0,0.0,0.0,0
['tox.ini'],11805,MERGED,870167,0,0,0.0,0.0,0
['magnum/api/controllers/v1/baymodel.py'],6348,MERGED,181849,0,0,0.0,0.0,0
['tripleoclient/v1/overcloud_deploy.py'],7144,MERGED,790129,173,173,173.0,173.0,1
['deployment/puppet/openstack_tasks/manifests/swift/proxy_storage.pp'],14200,MERGED,371945,0,0,0.0,0.0,0
"['validations_libs/tests/cli/test_list.py', 'validations_libs/tests/cli/fakes.py', 'validations_libs/tests/cli/test_show.py', 'validations_libs/tests/test_validation_log.py', 'validations_libs/tests/test_validation_logs.py', 'validations_libs/tests/test_group.py', 'validations_libs/tests/test_ansible.py', 'validations_libs/tests/test_utils.py', 'validations_libs/tests/test_validation.py', 'validations_libs/tests/cli/test_history.py', 'validations_libs/tests/fakes.py', 'validations_libs/tests/cli/test_run.py', 'validations_libs/tests/cli/test_parseractions.py']",32926,ABANDONED,801504,0,3,0.0,0.615384615,6
"['tempest/api/identity/v2/test_tokens.py', 'tempest/services/identity/v2/json/identity_client.py', 'tempest/services/identity/v3/json/identity_client.py', 'tempest/api/identity/v3/test_tokens.py']",16433,MERGED,197600,0,1,0.0,0.25,1
"['openstack/resource.py', 'openstack/tests/test_resource.py', 'openstack/network/v2/security_group.py']",8257,MERGED,134632,0,0,0.0,0.0,0
['deliverables/antelope/python-novaclient.yaml'],7634,MERGED,861360,0,0,0.0,0.0,0
