changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['openstack/vmware-nsx/vmware-nsx.spec.j2'],6876,MERGED,634737,1,1,1.0,1.0,1
['deliverables/queens/bifrost.yaml'],10239,MERGED,558800,0,0,0.0,0.0,0
"['nova/virt/vmwareapi/vmops.py', 'nova/tests/virt/vmwareapi/test_vmops.py']",9555,MERGED,116935,0,0,0.0,0.0,0
"['neutron/common/ovn/utils.py', 'neutron/plugins/ml2/drivers/ovn/mech_driver/ovsdb/ovn_client.py', 'neutron/tests/functional/common/ovn/__init__.py', 'neutron/tests/functional/agent/ovn/metadata/test_metadata_agent.py', 'neutron/agent/ovn/metadata/agent.py', 'neutron/plugins/ml2/drivers/ovn/mech_driver/ovsdb/impl_idl_ovn.py', 'neutron/tests/functional/plugins/ml2/drivers/ovn/mech_driver/ovsdb/test_impl_idl.py']",6773,ABANDONED,902156,0,26,6.0,7.857142857,6
['config/general_config/featureset030.yml'],13861,MERGED,775152,15,15,15.0,15.0,1
['requirements.txt'],27822,MERGED,680322,9,9,9.0,9.0,1
['gerrit/acls/openstack/ossa.config'],748,ABANDONED,142258,0,0,0.0,0.0,0
['ansible/roles/cinder/tasks/config.yml'],30491,MERGED,793555,2,2,2.0,2.0,1
['neutron/agent/l3/agent.py'],11682,MERGED,240000,12,12,12.0,12.0,1
['keystoneauth1/identity/base.py'],7191,MERGED,219087,0,0,0.0,0.0,0
['setup.cfg'],29222,ABANDONED,622201,1,1,1.0,1.0,1
"['tasks/standalone/create_ca.yml', 'tasks/standalone/create_cert.yml']",28619,MERGED,867553,5,9,7.0,7.0,2
"['neutron/db/ipam_pluggable_backend.py', 'neutron/tests/unit/extensions/test_segment.py']",24245,MERGED,603921,5,14,9.5,9.5,2
"['keystonemiddleware/auth_token.py', 'keystonemiddleware/tests/test_auth_token_middleware.py', 'keystonemiddleware/tests/client_fixtures.py', 'keystonemiddleware/openstack/common/memorycache.py']",6486,MERGED,145962,0,1,0.0,0.25,1
"['ansible/roles/nova/templates/placement-api-wsgi.conf.j2', 'ansible/roles/aodh/templates/wsgi-aodh.conf.j2']",19779,MERGED,627954,0,2,1.0,1.0,1
['rally/osclients.py'],12395,MERGED,348266,1,1,1.0,1.0,1
"['spec/classes/magnum_init_spec.rb', 'manifests/init.pp', 'releasenotes/notes/deprecate_rpc_backend_parameter-1f01d048fe9497fc.yaml']",9414,MERGED,491350,0,0,0.0,0.0,0
"['osci.yaml', 'charmcraft.yaml', 'src/metadata.yaml', 'tox.ini']",20870,MERGED,835250,0,1,0.5,0.5,2
['rally/benchmark/context/cleanup/context.py'],8367,MERGED,144706,0,0,0.0,0.0,0
['tripleoclient/workflows/deployment.py'],15895,ABANDONED,710479,54,54,54.0,54.0,1
['specs/pike/approved/glance/lite-specs.rst'],5314,MERGED,438996,0,0,0.0,0.0,0
['test-requirements.txt'],12404,ABANDONED,440491,1,1,1.0,1.0,1
"['tools/images/elasticsearch-s3/Makefile', 'tools/images/elasticsearch-s3/README.rst', 'tools/images/elasticsearch-s3/Dockerfile']",17591,ABANDONED,573425,0,0,0.0,0.0,0
"['cinder/tests/unit/backup/fake_service.py', 'cinder/backup/manager.py', 'cinder/backup/driver.py', 'cinder/tests/unit/backup/drivers/test_backup_google.py', 'cinder/tests/unit/backup/drivers/test_backup_nfs.py', 'cinder/tests/unit/backup/drivers/test_backup_ceph.py', 'cinder/interface/backup_driver.py', 'cinder/tests/unit/backup/drivers/test_backup_tsm.py', 'cinder/backup/drivers/ceph.py', 'cinder/backup/drivers/tsm.py', 'cinder/tests/unit/backup/drivers/test_backup_swift.py', 'cinder/backup/chunkeddriver.py']",1736,MERGED,480129,0,2,1.0,0.75,7
['requirements.txt'],2,MERGED,34152,0,0,0.0,0.0,0
