changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
"['tempest/config.py', 'tempest/scenario/test_security_groups_basic_ops.py', 'releasenotes/notes/remove-deprecated-allow_port_security_disabled-option-d0ffaeb2e7817707.yaml']",6167,MERGED,453795,0,38,4.0,14.0,2
"['Makefile', 'src/skyline_apiserver/cmd/generate_sample_config.py', 'src/skyline_apiserver/cmd/generate_swagger.py', 'pyproject.toml']",28706,MERGED,798800,0,0,0.0,0.0,0
"['os_cloud_config/cmd/register_nodes.py', 'os_cloud_config/keystone_pki.py', 'os_cloud_config/cmd/tests/test_register_nodes.py']",9369,MERGED,111606,0,0,0.0,0.0,0
['README.rst'],6159,MERGED,402434,0,0,0.0,0.0,0
['specs/kilo/approved/pacemaker-servicegroup-driver.rst'],13692,ABANDONED,139991,0,0,0.0,0.0,0
['doc/image-guide/ch_creating_images_automatically.xml'],13333,MERGED,131708,0,0,0.0,0.0,0
['requirements.txt'],11131,MERGED,120326,0,0,0.0,0.0,0
"['intermediary.sh', 'swiftrc.sh', 'README.rst']",308,MERGED,219274,0,1,1.0,0.666666667,2
"['os_net_config/tests/test_impl_ifcfg.py', 'os_net_config/impl_ifcfg.py']",6796,ABANDONED,302337,1,1,1.0,1.0,2
['nova/tests/fixtures.py'],4393,MERGED,179949,1,1,1.0,1.0,1
"['neutron/tests/functional/newapi/test_functional.py', 'tools/pecan_server.sh', 'requirements.txt', 'neutron/cmd/api.py', 'neutron/newapi/__init__.py', 'neutron/newapi/controllers/root.py', 'neutron/tests/functional/newapi/config.py', 'neutron/tests/functional/newapi/__init__.py', 'setup.cfg', 'neutron/newapi/app.py', 'neutron/newapi/controllers/__init__.py']",7787,MERGED,191048,0,3,0.0,0.454545455,2
['manila_ui/dashboards/project/shares/replicas/tables.py'],6914,MERGED,366635,0,0,0.0,0.0,0
['bindep.txt'],6547,MERGED,355007,0,0,0.0,0.0,0
"['jenkins/jobs/python-bitrot-jobs.yaml', 'jenkins/jobs/projects.yaml', 'zuul/layout.yaml']",1955,MERGED,128961,0,0,0.0,0.0,0
['rally/api.py'],27011,ABANDONED,508967,1,1,1.0,1.0,1
"['nova/tests/unit/virt/xenapi/stubs.py', 'nova/virt/xenapi/fake.py']",14070,ABANDONED,665434,0,5,2.5,2.5,1
"['README.rst', 'metadata.rb']",21961,MERGED,731869,1,4,2.5,2.5,2
['contrib/tempest/tempest/scenario/manager_congress.py'],4395,MERGED,137229,0,0,0.0,0.0,0
"['hooks/charmhelpers/contrib/hahelpers/cluster.py', 'osci.yaml', 'tests/bundles/lunar-antelope.yaml', 'hooks/charmhelpers/contrib/openstack/templates/haproxy.cfg', 'config.yaml', 'hooks/charmhelpers/contrib/openstack/ssh_migrations.py', 'hooks/charmhelpers/contrib/openstack/context.py', 'hooks/charmhelpers/fetch/ubuntu.py', 'hooks/charmhelpers/contrib/network/ovs/ovsdb.py', 'hooks/charmhelpers/contrib/openstack/templates/section-service-user', 'hooks/charmhelpers/contrib/openstack/vaultlocker.py', 'hooks/charmhelpers/core/host.py', 'hooks/charmhelpers/contrib/network/ip.py', 'hooks/charmhelpers/contrib/network/ovs/ovn.py', 'hooks/charmhelpers/contrib/openstack/ip.py', 'hooks/charmhelpers/core/unitdata.py', 'hooks/charmhelpers/contrib/storage/linux/utils.py', 'hooks/charmhelpers/contrib/charmsupport/nrpe.py', 'hooks/charmhelpers/contrib/openstack/templates/section-keystone-authtoken', '.zuul.yaml', 'hooks/charmhelpers/contrib/network/ovs/__init__.py', 'hooks/charmhelpers/contrib/openstack/ha/utils.py', 'hooks/charmhelpers/core/host_factory/ubuntu.py', 'tests/tests.yaml', 'hooks/charmhelpers/contrib/openstack/utils.py', 'tests/bundles/jammy-antelope.yaml', 'charmcraft.yaml', 'metadata.yaml']",11805,MERGED,873814,0,5,0.0,0.464285714,9
