changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['openstackclient/tests/functional/compute/v2/test_aggregate.py'],14070,MERGED,693073,1,1,1.0,1.0,1
"['vitrage/synchronizer/plugins/nova/zone/transformer.py', 'vitrage/tests/unit/graph/base.py', 'vitrage_tempest_tests/plugin.py', 'vitrage/tests/functional/api/v1/test_authentication.py', 'vitrage/tests/unit/synchronizer/plugins/nova/test_nova_host_transformer.py', 'vitrage/synchronizer/plugins/nova/instance/transformer.py', 'requirements.txt', 'vitrage/tests/unit/synchronizer/plugins/nagios/mock_synchronizer.py', 'vitrage/rpc.py', 'vitrage/tests/unit/synchronizer/plugins/nagios/test_nagios_alarm_transformer.py', 'vitrage/synchronizer/plugins/static_physical/transformer.py', 'vitrage/evaluator/actions/recipes/raise_alarm.py', 'vitrage/tests/unit/synchronizer/plugins/static_physical/test_static_physical_transformer.py', 'vitrage/synchronizer/plugins/nova/host/transformer.py', 'vitrage/tests/base.py', 'vitrage_tempest_tests/tests/run_vitrage_env.py', 'vitrage/tests/unit/synchronizer/plugins/nagios/test_nagios_synchronizer.py', 'vitrage/tests/unit/graph/test_graph_algo.py', 'vitrage/graph/driver/graph.py', 'vitrage/tests/unit/synchronizer/plugins/static_physical/test_static_physical_synchronizer.py', 'vitrage/synchronizer/plugins/nagios/synchronizer.py', 'vitrage/tests/unit/synchronizer/plugins/nova/test_nova_zone_transformer.py', 'vitrage/keystone_client.py', 'vitrage/tests/unit/synchronizer/plugins/nova/test_nova_instance_transformers.py', 'vitrage_tempest_tests/tests/stop_vitrage_env.py', 'vitrage/tests/mocks/trace_generator.py', 'vitrage/evaluator/scenario_evaluator.py', 'vitrage/graph/utils.py', 'vitrage_tempest_tests/tests/base_mock.py', 'vitrage/clients.py']",19134,MERGED,296968,0,0,0.0,0.0,0
['.zuul.yaml'],30491,MERGED,858337,10,10,10.0,10.0,1
['tasks/rabbitmq_post_install.yml'],1004,ABANDONED,658463,3,3,3.0,3.0,1
"['heat/engine/resources/openstack/nova/server_network_mixin.py', 'heat/tests/openstack/nova/test_server.py']",8289,MERGED,450724,0,5,2.5,2.5,1
"['doc/source/contributing.rst', 'mistral/tests/test_mistral_actions_api.py', '.gitignore', 'test-requirements.txt', 'README.rst', 'doc/source/usage.rst', 'mistral/actions/api/security.py', 'mistral/actions/api/types.py', 'setup.py', 'releasenotes/source/_templates/.placeholder', 'releasenotes/notes/.placeholder', 'CONTRIBUTING.rst', 'requirements.txt', 'mistral/yaql/api/__init__.py', 'releasenotes/source/_static/.placeholder', 'mistral/tests/base.py', '.coveragerc', 'LICENSE', 'mistral/tests/__init__.py', 'mistral/actions/api/execution.py', 'babel.cfg', '.mailmap', 'doc/source/conf.py', 'mistral/actions/api/base.py', 'releasenotes/source/index.rst', 'mistral/actions/api/utils.py', 'MANIFEST.in', 'doc/source/installation.rst', 'mistral/actions/api/__init__.py', 'mistral/actions/__init__.py', 'releasenotes/source/unreleased.rst', 'doc/source/index.rst', '.testr.conf', 'doc/source/readme.rst', 'mistral/__init__.py', 'setup.cfg', 'mistral/yaql/__init__.py', 'tox.ini', 'HACKING.rst', 'releasenotes/source/conf.py']",8731,MERGED,342644,0,0,0.0,0.0,0
['nova/compute/rpcapi.py'],3031,MERGED,612562,8,8,8.0,8.0,1
"['tricircle/tests/unit/network/test_security_groups.py', 'tricircle/network/security_groups.py']",12076,MERGED,474916,0,0,0.0,0.0,0
['doc/source/_static/0x97ae496fc02dec9fc353b2e748f9961143495829.txt'],5263,MERGED,909661,0,0,0.0,0.0,0
['deliverables/newton/python-keystoneclient.yaml'],6482,MERGED,336794,0,0,0.0,0.0,0
