changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['ansible/library/kolla_docker.py'],21288,ABANDONED,423026,0,0,0.0,0.0,0
"['doc/notification_samples/instance-create-start.json', 'doc/notification_samples/common_payloads/InstanceCreatePayload.json', 'doc/notification_samples/instance-create-error.json', 'doc/notification_samples/instance-create-end.json']",9708,MERGED,523456,0,0,0.0,0.0,0
"['ironic/event_handlers/network/__init__.py', 'ironic/api/controllers/v1/__init__.py', 'ironic/drivers/modules/agent.py', 'ironic/common/driver_factory.py', 'ironic/drivers/modules/network/neutron.py', 'ironic/api/controllers/v1/event.py', 'ironic/event_handlers/network/neutron.py', 'ironic/conductor/rpcapi.py', 'ironic/conductor/manager.py', 'ironic/drivers/modules/agent_base_vendor.py', 'ironic/dhcp/neutron.py', 'ironic/drivers/modules/deploy_utils.py', 'ironic/conductor/utils.py', 'ironic/common/neutron.py', 'ironic/conf/default.py', 'ironic/event_handlers/__init__.py', 'ironic/common/states.py', 'setup.cfg']",12356,NEW,440778,0,16,3.5,5.166666667,13
['tox.ini'],22816,MERGED,589774,0,0,0.0,0.0,0
"['Engine/swift/storlet_gateway/gateways/docker/runtime.py', 'Engine/swift/storlet_gateway/gateways/docker/gateway.py']",9816,MERGED,379110,0,0,0.0,0.0,0
"['nova/tests/unit/scheduler/client/test_report.py', 'nova/scheduler/client/report.py']",11564,MERGED,489633,6,9,7.5,7.5,2
['deliverables/ocata/compute-hyperv.yaml'],17685,MERGED,804514,0,0,0.0,0.0,0
"['zaqar/locale/en_GB/LC_MESSAGES/zaqar.po', 'releasenotes/source/locale/en_GB/LC_MESSAGES/releasenotes.po']",11131,MERGED,757336,0,0,0.0,0.0,0
['upper-constraints.txt'],11131,MERGED,830382,552,552,552.0,552.0,1
"['run_tests.sh', 'functions']",13861,MERGED,767527,16,41,28.5,28.5,2
['data/release_liaisons.yaml'],28522,MERGED,757801,1,1,1.0,1.0,1
"['contrib/rackspace/rackspace/clients/__init__.py', 'heat/engine/clients/__init__.py']",4571,MERGED,97974,0,0,0.0,0.0,0
['upper-constraints.txt'],11131,MERGED,669350,459,459,459.0,459.0,1
['upper-constraints.txt'],14288,ABANDONED,793024,530,530,530.0,530.0,1
['labs/lib/functions.guest'],11109,MERGED,100448,0,0,0.0,0.0,0
['docs/MonascaMetrics.md'],25277,MERGED,652069,1,1,1.0,1.0,1
['TESTING.rst'],20037,ABANDONED,340391,0,0,0.0,0.0,0
"['toci-quickstart/config/testenv/ovb-rdocloud.yml', 'toci-quickstart/config/testenv/multinode-rdocloud.yml']",10969,MERGED,545873,5,5,5.0,5.0,2
['requirements.txt'],11131,MERGED,445128,2,2,2.0,2.0,1
"['neutron/db/db_base_plugin_common.py', 'neutron/db/db_base_plugin_v2.py']",32667,MERGED,787479,16,31,23.5,23.5,2
['panko/tests/functional/test_bin.py'],22739,MERGED,367166,0,0,0.0,0.0,0
['glance/api/policy.py'],5046,ABANDONED,775466,2,2,2.0,2.0,1
"['doc/requirements.txt', 'releasenotes/source/conf.py']",9414,MERGED,676078,0,1,0.5,0.5,1
"['doc/install-guide/source/debconf/debconf.rst', 'tools/build-install-guides-rst.sh', 'doc/install-guide/source/debconf/debconf-concepts.rst', 'doc/install-guide/source/heat-install.rst', 'doc/install-guide/source/cinder-controller-install.rst', 'doc/install-guide/source/nova-compute-install.rst', 'doc/install-guide/source/index.rst', 'doc/install-guide/source/debconf/debconf-api-endpoints.rst', 'doc/install-guide/source/debconf/debconf-rabbitmq.rst', 'doc/install-guide/source/debconf/debconf-keystone-authtoken.rst', 'doc/install-guide/source/ceilometer-install.rst', 'doc/install-guide/source/debconf/debconf-dbconfig-common.rst', 'doc/install-guide/source/keystone-install.rst', 'doc/install-guide/source/nova-controller-install.rst', 'doc/install-guide/source/manila-controller-install.rst', 'doc/install-guide/source/glance-install.rst']",10497,MERGED,324150,0,1,0.0,0.0625,1
"['cue/taskflow/client.py', 'cue/taskflow/flow/delete_cluster.py', 'cue/taskflow/flow/__init__.py', 'cue/tests/api/test_cluster.py', 'cue/taskflow/task/update_node_id.py', 'cue/tests/test_fixtures/taskflow_client.py', 'cue/taskflow/flow/create_cluster.py', 'cue/api/controllers/v1.py', 'cue/taskflow/task/__init__.py', 'cue/tests/api/test_clusters.py', 'cue/tests/taskflow/test_client.py']",13771,MERGED,153749,0,0,0.0,0.0,0
"['spec/acceptance/nodesets/nodepool.yml', '.gitignore', 'spec/spec_helper.rb', 'Rakefile', 'Gemfile']",7423,MERGED,189872,0,0,0.0,0.0,0
"['deployment/puppet/osnailyfacter/modular/apache/apache.pp', 'deployment/puppet/osnailyfacter/manifests/apache/apache.pp']",20106,MERGED,290392,0,0,0.0,0.0,0
"['nova/compute/cells_api.py', 'nova/tests/compute/test_compute_cells.py']",7156,MERGED,152997,0,0,0.0,0.0,0
"['playbooks/defaults/repo_packages/openstack_services.yml', 'scripts/sources-branch-updater.sh', 'scripts/get-pypi-pkg-version.py']",6816,ABANDONED,330934,1,4,1.0,2.0,3
"['releasenotes/source/locale/en_GB/LC_MESSAGES/releasenotes.po', 'releasenotes/source/locale/de/LC_MESSAGES/releasenotes.po']",11131,MERGED,766678,0,0,0.0,0.0,0
"['tests/charmhelpers/core/host_factory/ubuntu.py', 'charmhelpers/core/host_factory/ubuntu.py']",20635,ABANDONED,603654,0,0,0.0,0.0,0
['neutron/tests/unit/common/test_utils.py'],9656,MERGED,421958,2,2,2.0,2.0,1
"['playbooks/containers-nspawn-destroy.yml', 'playbooks/common-tasks/remove_container_journal.yml', 'playbooks/containers-lxc-destroy.yml']",7353,MERGED,580474,0,1,1.0,0.666666667,2
['upper-constraints.txt'],29244,MERGED,840681,557,557,557.0,557.0,1
['devstack-vm-gate.sh'],261,ABANDONED,61137,0,0,0.0,0.0,0
['debian/changelog'],13734,ABANDONED,348053,0,0,0.0,0.0,0
['specs/liberty/lbaas-driver-vip-delegation.rst'],6951,MERGED,192958,0,0,0.0,0.0,0
['deployment/ceilometer/ceilometer-base-container-puppet.yaml'],9816,MERGED,834165,5,5,5.0,5.0,1
"['neutron/tests/unit/plugins/ml2/test_plugin.py', 'neutron/plugins/ml2/managers.py', 'neutron/plugins/ml2/db.py', 'neutron/tests/unit/plugins/ml2/test_db.py', 'neutron/plugins/ml2/plugin.py']",7787,MERGED,258343,0,5,3.0,2.6,4
['bindep.txt'],538,MERGED,502070,1,1,1.0,1.0,1
['jenkins/jobs/devstack-gate.yaml'],7118,MERGED,176628,3,3,3.0,3.0,1
['devstack/tempest-dsvm-cells-rc'],6873,ABANDONED,427013,6,6,6.0,6.0,1
['.gitreview'],6476,MERGED,366653,0,0,0.0,0.0,0
"['releasenotes/source/train.rst', 'releasenotes/source/index.rst']",22816,MERGED,684998,0,0,0.0,0.0,0
['grafana/nodepool-ovh.yaml'],1,MERGED,265459,0,0,0.0,0.0,0
['.gitignore'],7,ABANDONED,54981,0,0,0.0,0.0,0
['deliverables/ussuri/blazar.yaml'],11904,MERGED,721392,0,0,0.0,0.0,0
['openstack_dashboard/enabled/_2161_admin_ironic_panel.py'],13805,ABANDONED,235703,0,0,0.0,0.0,0
"['horizon/test/tests/workflows.py', 'horizon/workflows/base.py']",9516,MERGED,112200,0,0,0.0,0.0,0
['labs/stacktrain/kvm/vm_create.py'],11109,MERGED,518500,0,0,0.0,0.0,0
"['tests/noop/spec/hosts/murano/murano_spec.rb', 'tests/noop/spec/hosts/glance/glance_spec.rb', 'deployment/puppet/openstack_tasks/manifests/murano/murano.pp', 'deployment/puppet/openstack_tasks/manifests/glance/glance.pp']",7745,MERGED,327585,0,1,0.5,0.5,2
['.gitreview'],22816,MERGED,640144,0,0,0.0,0.0,0
