changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['lib/puppet/type/keystone_user_role.rb'],6525,ABANDONED,219084,1,1,1.0,1.0,1
['keystone/common/controller.py'],16137,ABANDONED,187456,0,0,0.0,0.0,0
['releasenotes/source/xena.rst'],22816,NEW,914505,0,0,0.0,0.0,0
"['oslo.concurrency/locale/oslo.concurrency-log-critical.pot', 'oslo.concurrency/locale/en_GB/LC_MESSAGES/oslo.concurrency-log-info.po', 'oslo.concurrency/locale/oslo.concurrency-log-warning.pot', 'oslo.concurrency/locale/en_GB/LC_MESSAGES/oslo.concurrency.po', 'oslo.concurrency/locale/oslo.concurrency.pot', 'oslo.concurrency/locale/oslo.concurrency-log-error.pot', 'oslo.concurrency/locale/oslo.concurrency-log-info.pot']",6547,MERGED,135578,0,0,0.0,0.0,0
['doc/source/configuration.rst'],18464,MERGED,449744,0,0,0.0,0.0,0
['elements/nova/element-deps'],360,ABANDONED,79989,0,0,0.0,0.0,0
['tox.ini'],22816,MERGED,820703,2,2,2.0,2.0,1
['doc/source/conf.py'],24061,ABANDONED,413319,0,0,0.0,0.0,0
"['etc/metadefs/compute-libvirt.json', 'releasenotes/notes/bp-virtio-packed-ring-configuration-support-0cd0333c1c52c02b.yaml', 'doc/source/admin/useful-image-properties.rst']",35489,MERGED,882133,0,2,0.0,0.666666667,1
"['debian/changelog', 'debian/source/options', 'debian/control']",16896,MERGED,376805,0,0,0.0,0.0,0
['.zuul.yaml'],6854,MERGED,650508,6,6,6.0,6.0,1
['fuel_agent/cloud-init-templates/boothook_centos.jinja2'],3009,MERGED,169736,0,0,0.0,0.0,0
"['manifests/stonith/fence_crosslink.pp', 'agent_generator/src_xml/fence_crosslink.xml', 'agent_generator/variables.sh']",20172,MERGED,764633,0,2,0.0,0.666666667,1
"['test-requirements.txt', 'doc/requirements.txt', 'tox.ini']",28522,MERGED,769717,0,8,3.0,3.666666667,2
['Vagrantfile'],11131,MERGED,567347,0,0,0.0,0.0,0
['doc/source/1904.rst'],12549,MERGED,653385,2,2,2.0,2.0,1
['kolla/common/config.py'],22629,ABANDONED,749458,68,68,68.0,68.0,1
"['releasenotes/source/index.rst', 'releasenotes/source/rocky.rst']",22816,MERGED,590323,0,2,1.0,1.0,1
"['.zuul.yaml', 'lower-constraints.txt', 'tox.ini']",2472,MERGED,556082,0,0,0.0,0.0,0
['elements/testenv-worker/testenv-worker'],1926,MERGED,76171,0,0,0.0,0.0,0
['doc/source/conf.py'],1849,MERGED,121200,0,0,0.0,0.0,0
['zuul.d/layout.yaml'],1,MERGED,539866,8,8,8.0,8.0,1
