has_feature_addition,deletions,insertions,num_file_types,is_preventive,project_changes_owner,is_refactoring,whole_within_project_changes,is_merge,num_directory_files,is_corrective,description_length,num_file_changes,project_age,is_non_functional,subject_length,avg_num_dev_modified_files,last_mth_dep_proj_nbr,ratio_dep_chan_owner,projects_contributed_owner,pctg_cross_project_changes,pctg_cross_project_changes_owner,pred,impact,fold,Classifier,max_num_mod_file_dep_cha,cross_project_changes_owner,min_num_mod_file_dep_cha,cross_project_changes,whole_changes_owner,num_dev_modified_files
0,2.0,9.0,1.0,0,149.26780158263065,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.90151286,-0.08618221431970596,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,1,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.98506725,-0.0014873752370476723,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.9691948,-0.017576439306139946,3,XGBoost,0.0,5.243139745811165,,,,
0,2.0,9.0,1.0,0,14.0,0,4761.735189322557,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.9750318,-0.011659806594252586,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,1,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.9833103,-0.003268322441726923,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,22.6059793360309,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.9814999,-0.005103404633700848,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,1,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.98318833,-0.0033919382840394974,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,607.7104448672656,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.9843546,-0.0022097353357821703,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,580.1174709955876,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.98602015,-0.0005214695120230317,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,1060.9222348763792,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.97650117,-0.010170376859605312,3,XGBoost,0.0,0.0,,,,
