Feature,Ranking,Classifier,fold0,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,median
is_preventive_source,10,XGBoost,0.0,1.3491302728652954,-0.05236126855015755,-0.17064225673675537,-0.22078290581703186,-0.08196598291397095,-0.21849815547466278,-0.12458784133195877,-0.06042028218507767,-0.15831199288368225,-0.12458784133195877
is_preventive_source,10,AdaBoost,0.0,0.026073280089668617,0.0,-0.0029407082034059243,-0.0032747441232173764,0.0,-0.002599654747954756,-0.003310428531178644,-0.003991806012467395,-0.003394814616560854,-0.0032747441232173764
pctg_cross_project_changes_source,11,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
pctg_cross_project_changes_source,11,RF,0.2368421052631578,2.7500000000000004,0.015873015873015886,0.12727272727272718,0.23404255319148934,0.2075471698113207,0.23076923076923075,0.27450980392156865,0.06557377049180334,0.15254237288135608,0.21915820029027572
pctg_cross_project_changes_source,11,XGBoost,4.184510707855225,1.3491302728652954,0.12713047862052917,0.18122287094593048,0.016037577763199806,0.20685987174510956,0.4847143292427063,0.11102604120969772,0.05572465807199478,0.4410865008831024,0.19404137134552002
pctg_cross_project_changes_source,11,AdaBoost,0.0,0.026073280089668617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026073280089668617
last_mth_dep_proj_nbr_source,11,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
last_mth_dep_proj_nbr_source,11,RF,-0.1052631578947368,2.7500000000000004,-0.04761904761904766,-0.09090909090909098,-0.14893617021276587,-0.1320754716981132,-0.09615384615384624,-0.2549019607843137,-0.13114754098360648,-0.1016949152542372,-0.103479036574487
last_mth_dep_proj_nbr_source,11,XGBoost,-0.19138015806674957,1.3491302728652954,0.003141709603369236,0.01908627152442932,0.005013406276702881,0.06415799260139465,-0.06101573631167412,0.027345187962055206,0.08812329918146133,0.015863990411162376,0.01747513096779585
last_mth_dep_proj_nbr_source,11,AdaBoost,0.0,0.026073280089668617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026073280089668617
ratio_dep_chan_owner_source,12,ET,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
ratio_dep_chan_owner_source,12,RF,-0.026315789473684233,2.7500000000000004,-0.1428571428571428,-0.20000000000000007,-0.17021276595744672,-0.15094339622641512,-0.11538461538461538,-0.058823529411764754,-0.016393442622950834,-0.0677966101694914,-0.09159061277705338
ratio_dep_chan_owner_source,12,XGBoost,-0.5054316520690918,1.3491302728652954,-0.16159984469413757,0.008190814405679703,0.031257953494787216,-0.11535585671663284,-0.09023021161556244,-0.11664098501205444,-0.02344089187681675,0.04465899616479874,-0.056835551746189594
ratio_dep_chan_owner_source,12,AdaBoost,-0.0054859337808763585,0.026073280089668617,-0.005659425490523064,-0.005269773824843719,-0.0032747526103143135,-0.003561494845825142,-0.004038318100234078,-0.003675900768330747,0.0,-0.0043013933403367325,-0.004038318100234078
pctg_cross_project_changes_target,12,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
pctg_cross_project_changes_target,12,RF,0.05263157894736847,2.7500000000000004,0.06349206349206354,0.0,0.08510638297872349,0.018867924528301903,0.019230769230769246,0.03921568627450984,0.016393442622950834,0.05084745762711869,0.05084745762711869
pctg_cross_project_changes_target,12,XGBoost,-0.04626674950122833,1.3491302728652954,0.10891500860452652,0.07712586224079132,0.1990431696176529,0.08948518335819244,0.07968975603580475,0.09894872456789017,0.12214619666337967,0.22381983697414398,0.10393186658620834
pctg_cross_project_changes_target,12,AdaBoost,0.0,0.026073280089668617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026073280089668617
pctg_cross_project_changes_owner_source,12,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
