Source,Target,Source_repo,Target_repo
287440,287444,openstack-ansible-os_keystone,openstack-ansible
287495,287496,releases,requirements
287485,287498,nova,ironic
287574,287506,manila,manila
288068,287528,puppet-openstack-integration,puppet-cinder
269887,287548,neutron,python-neutronclient
288068,287559,puppet-openstack-integration,puppet-cinder
288858,287581,requirements,requirements
288929,287581,requirements,requirements
289489,287600,tripleo-common,tripleo-heat-templates
289639,287600,tripleo-common,tripleo-heat-templates
288747,287600,tripleo-heat-templates,tripleo-heat-templates
289568,287600,tripleo-heat-templates,tripleo-heat-templates
289495,287600,tripleo-ci,tripleo-heat-templates
370096,287623,tap-as-a-service,tap-as-a-service
290946,287645,tap-as-a-service,tap-as-a-service
265692,287659,networking-l2gw,networking-odl
287750,287751,releases,requirements
246437,287957,kolla,project-config
286149,287963,releases,requirements
287319,287991,releases,requirements
254857,288057,python-tripleoclient,tripleo-heat-templates
268131,288057,python-tripleoclient,tripleo-heat-templates
280941,288073,zaqar,python-zaqarclient
288068,288078,puppet-openstack-integration,puppet-cinder
287958,288080,devstack-gate,project-config
287964,288091,puppet-cinder,puppet-openstack-integration
279859,288094,openstack-ansible,openstack-ansible-os_nova
279859,288095,openstack-ansible,openstack-ansible-os_neutron
279859,288099,openstack-ansible,openstack-ansible-os_heat
279859,288101,openstack-ansible,openstack-ansible-os_glance
279859,288103,openstack-ansible,openstack-ansible-os_cinder
279859,288104,openstack-ansible,openstack-ansible-os_ceilometer
279859,288105,openstack-ansible,openstack-ansible-os_aodh
253717,288119,tripleo-heat-templates,tripleo-puppet-elements
288120,288119,tripleo-heat-templates,tripleo-puppet-elements
288128,288129,releases,requirements
241395,288130,puppet-tripleo,tripleo-heat-templates
288122,288130,puppet-tripleo,tripleo-heat-templates
241388,288130,tripleo-puppet-elements,tripleo-heat-templates
288119,288130,tripleo-puppet-elements,tripleo-heat-templates
288148,288145,project-config,devstack
288161,288163,tripleo-common,tripleo-ci
287593,288187,neutron-lbaas,python-neutronclient
288087,288188,tripleo-common,instack-undercloud
290942,288188,tripleo-common,instack-undercloud
288200,288201,releases,requirements
288253,288215,neutron,neutron-vpnaas
296485,288215,neutron,neutron-vpnaas
288210,288220,releases,requirements
288321,288328,requirements,heat
254280,288392,python-neutronclient,neutron
253542,288420,fuel-web,fuel-library
279609,288420,fuel-web,fuel-library
288858,288428,requirements,requirements
288929,288428,requirements,requirements
288425,288428,releases,requirements
288303,288442,openstack-chef-repo,openstack-chef-repo
288455,288443,project-config,neutron-vpnaas
288451,288443,project-config,neutron-vpnaas
288451,288470,project-config,neutron-fwaas
288455,288470,project-config,neutron-fwaas
288451,288472,project-config,neutron-lbaas
288455,288472,project-config,neutron-lbaas
286778,288506,neutron,project-config
289280,288506,neutron,project-config
288451,288517,project-config,neutron
288455,288517,project-config,neutron
288602,288556,nova,devstack
285384,288593,project-config,freezer-api
288702,288703,releases,requirements
288714,288716,tripleo-heat-templates,tripleo-ci
288744,288728,tripleo-common,python-tripleoclient
293983,288728,tripleo-common,python-tripleoclient
280067,288743,fuel-web,fuel-octane
288747,288827,tripleo-heat-templates,tripleo-ci
289568,288827,tripleo-heat-templates,tripleo-ci
289072,288966,nova,tempest
289383,288966,nova,tempest
289428,288966,nova,tempest
288506,288994,project-config,project-config
289029,289032,openstack-ansible,openstack-ansible-galera_client
289084,289085,tripleo-heat-templates,tripleo-ci
289610,289085,tripleo-heat-templates,tripleo-ci
288747,289085,tripleo-heat-templates,tripleo-ci
289568,289085,tripleo-heat-templates,tripleo-ci
289125,289142,project-config,horizon
252752,289142,xstatic-angular-bootstrap,horizon
281630,289168,gnocchi,ceilometer
289250,289221,tripleo-ci,instack-undercloud
289221,289234,instack-undercloud,tripleo-heat-templates
266874,289242,devstack,networking-odl
286344,289279,puppet-tripleo,tripleo-heat-templates
296209,289316,oslo.db,keystone
289221,289331,instack-undercloud,tripleo-common
286316,289425,requirements,trove-integration
283857,289435,python-tripleoclient,tripleo-heat-templates
314784,289435,python-tripleoclient,tripleo-heat-templates
272110,289435,os-cloud-config,tripleo-heat-templates
290077,289450,grenade,nova
296076,289466,puppet-tripleo,tripleo-heat-templates
289489,289495,tripleo-common,tripleo-ci
289639,289495,tripleo-common,tripleo-ci
273652,289504,nova,devstack
303708,289504,nova,devstack
291933,289510,openstack-ansible-repo_build,openstack-ansible-repo_server
292617,289513,project-config,governance
244843,289541,manila,manila
289534,289541,manila,manila
287316,289541,manila,manila
289634,289541,manila,manila
213315,289562,puppet-nova,puppet-openstack-integration
285096,289614,tacker,tacker-horizon
289689,289623,pbr,pbr
289689,289630,pbr,pbr
289640,289641,puppet-keystone,puppet-openstack-integration
289636,289641,puppet-openstack_extras,puppet-openstack-integration
286580,289710,neutron,networking-ofagent
288387,289809,cookbook-openstack-orchestration,openstack-chef-repo
291971,289845,heat,tripleo-common
289934,289936,nova,devstack
290205,289997,puppet-neutron,puppet-openstack-integration
290014,290070,kolla,project-config
290089,290121,heat-templates,app-catalog
290110,290122,openstack-ansible-os_nova,openstack-ansible
290233,290236,requirements,trove
284440,290267,neutron,python-neutronclient
290177,290275,python-troveclient,trove
287698,290356,devstack,ironic
232142,290418,manila-image-elements,project-config
290482,290429,oslo.middleware,gnocchi
289390,290491,heat,magnum
290521,290588,puppet-neutron,puppet-openstack-integration
325802,290588,puppet-neutron,puppet-openstack-integration
325814,290588,puppet-neutron,puppet-openstack-integration
290881,290773,openstack-ansible-os_nova,openstack-ansible
290844,290851,openstack-ansible,openstack-ansible-os_nova
290844,290856,openstack-ansible,openstack-ansible-os_cinder
290048,290871,python-troveclient,trove
300768,290887,murano,murano
290892,290893,puppet-octavia,puppet-openstack-integration
290905,290908,python-tripleoclient,tripleo-heat-templates
295441,290908,python-tripleoclient,tripleo-heat-templates
290896,290908,puppet-tripleo,tripleo-heat-templates
293581,290908,puppet-tripleo,tripleo-heat-templates
290896,290912,puppet-tripleo,instack-undercloud
293581,290912,puppet-tripleo,instack-undercloud
283711,290921,neutron,neutron
275789,290921,neutron,neutron
299156,290927,tap-as-a-service,tap-as-a-service
290956,290974,diskimage-builder,project-config
290946,290982,tap-as-a-service,tap-as-a-service
290983,290982,neutron-fwaas,tap-as-a-service
291102,291103,networking-bgpvpn,project-config
294577,291103,networking-bgpvpn,project-config
281988,291132,tripleo-ci,tripleo-heat-templates
290983,291144,neutron-fwaas,ironic
255228,291147,python-tripleoclient,tripleo-docs
291345,291283,horizon,murano-dashboard
291505,291514,grenade,project-config
291511,291517,tempest,project-config
345204,291545,python-neutronclient,neutron
255228,291659,python-tripleoclient,tripleo-docs
291660,291661,heat,tripleo-heat-templates
291849,291683,tripleo-common,instack-undercloud
283712,291690,tripleo-heat-templates,python-tripleoclient
291654,291690,tripleo-heat-templates,python-tripleoclient
288869,291711,tripleo-heat-templates,tripleo-docs
291711,291711,tripleo-heat-templates,tripleo-docs
291975,291712,devstack,python-keystoneclient
291723,291726,tripleo-common,python-tripleoclient
291709,291746,puppet-murano,fuel-library
280351,291768,puppet-ceph,tripleo-heat-templates
291971,291777,heat,tripleo-common
292390,291811,puppet-vswitch,puppet-openstack-integration
291732,291829,ironic-python-agent,ironic
294326,291921,cookbook-openstack-common,cookbook-openstack-common
291939,291921,openstack-chef-repo,cookbook-openstack-common
294324,291921,openstack-chef-repo,cookbook-openstack-common
294757,291921,cookbook-openstack-dashboard,cookbook-openstack-common
299496,291921,openstack-chef-repo,cookbook-openstack-common
301892,291921,cookbook-openstack-image,cookbook-openstack-common
302371,291921,cookbook-openstack-network,cookbook-openstack-common
302866,291921,cookbook-openstack-image,cookbook-openstack-common
282579,291963,cinder,cinder
268232,291972,neutron,neutron-lbaas
292146,292147,grenade,devstack
292181,292182,oslo.messaging,devstack
292313,292182,oslo.messaging,devstack
264133,292199,nova,nova
291051,292201,openstack-manuals,openstack-manuals
312771,292207,tempest,neutron
292326,292335,project-config,governance
292771,292335,project-config,governance
279589,292354,openstack-ansible,openstack-ansible
287912,292354,openstack-ansible,openstack-ansible
312780,292354,openstack-ansible,openstack-ansible
312784,292354,openstack-ansible,openstack-ansible
292460,292461,puppet-openstack-integration,puppet-cinder
292460,292463,puppet-openstack-integration,puppet-keystone
286092,292563,puppet-openstack_spec_helper,puppet-keystone
281369,292563,puppet-openstack_spec_helper,puppet-keystone
293529,292563,puppet-openstack_spec_helper,puppet-keystone
292539,292567,releases,requirements
276923,292569,fuel-web,python-fuelclient
292650,292652,releases,requirements
292754,292755,python-novaclient,nova
292753,292758,monasca-common,monasca-thresh
303455,292778,neutron,devstack
293497,292827,devstack,tempest
292567,292841,requirements,nova
300050,292862,sahara,sahara-tests
303506,292862,sahara,sahara-tests
288310,292875,fuel-library,fuel-library
292712,292891,puppet-tripleo,tripleo-heat-templates
292933,292909,project-config,puppet-openstack-cookiecutter
292908,292910,cookbook-openstack-common,cookbook-openstack-compute
292910,292913,cookbook-openstack-compute,openstack-chef-repo
292908,292913,cookbook-openstack-common,openstack-chef-repo
292930,292942,kolla,project-config
300741,292942,kolla,project-config
292938,292955,tripleo-common,python-tripleoclient
295391,292955,tripleo-common,python-tripleoclient
294518,293051,tripleo-heat-templates,tripleo-ci
295740,293051,tripleo-heat-templates,tripleo-ci
293088,293093,ironic,python-ironicclient
293243,293113,manila,manila
293377,293113,manila,manila
290894,293193,diskimage-builder,project-config
283898,293203,puppet-keystone,tripleo-heat-templates
293843,293286,neutron,neutron
293846,293286,neutron,neutron
294591,293286,neutron,neutron
295287,293286,neutron,neutron
295314,293311,tripleo-heat-templates,tripleo-docs
295426,293311,tripleo-heat-templates,tripleo-docs
293307,293320,openstack-ansible-os_neutron,openstack-ansible
288303,293326,openstack-chef-repo,openstack-chef-repo
288303,293333,openstack-chef-repo,openstack-chef-repo
292659,293377,manila,manila
287758,293392,manila,python-manilaclient
293337,293399,fuel-docs,project-config
285541,293497,tempest,devstack
285852,293520,ironic,ironic
290610,293521,python-tripleoclient,tripleo-heat-templates
293515,293521,python-tripleoclient,tripleo-heat-templates
293540,293541,project-config,governance
352476,293642,puppet-tripleo,tripleo-heat-templates
282313,293779,governance,openstack-ansible
282314,293779,project-config,openstack-ansible
293538,293817,oslo.config,neutron
293436,293825,puppet-tripleo,tripleo-heat-templates
293848,293850,project-config,governance
292755,293877,nova,tempest
293536,293911,openstack-ansible-os_swift,openstack-ansible
260358,293926,ironic,ironic-inspector
427404,293926,ironic,ironic-inspector
321204,293926,ironic,ironic-inspector
427405,293926,ironic,ironic-inspector
293480,293967,fuel-qa,fuel-web
293694,293982,charm-ceph-osd,charm-ceph-mon
285469,294076,cinder,cinder
293628,294088,tripleo-puppet-elements,tripleo-heat-templates
294001,294088,tripleo-puppet-elements,tripleo-heat-templates
294075,294088,puppet-tripleo,tripleo-heat-templates
282347,294090,requirements,oslo.config
294517,294182,tripleo-heat-templates,puppet-pacemaker
295551,294191,project-config,devstack
289554,294195,cinder,cinder
294549,294200,puppet-openstack-integration,puppet-magnum
293844,294214,ec2-api,ec2-api
294624,294253,trove,project-config
294343,294270,ironic,ironic-python-agent
294211,294312,nova,nova
294324,294323,openstack-chef-repo,cookbook-openstack-compute
281988,294438,tripleo-ci,puppet-tripleo
296380,294440,project-config,congress
281988,294456,tripleo-ci,puppet-tripleo
268249,294487,puppet-heat,tripleo-heat-templates
286290,294487,puppet-heat,tripleo-heat-templates
295629,294527,devstack,networking-midonet
301587,294527,devstack,networking-midonet
294516,294533,osprofiler,oslo.db
286621,294552,fuel-web,fuel-octane
292659,294626,manila,manila
293377,294626,manila,manila
293243,294626,manila,manila
294670,294678,trove-integration,project-config
294054,294686,trove,trove
290077,294771,grenade,nova
294783,294786,openstack-ansible-os_neutron,openstack-ansible
299381,294787,puppet-ironic,instack-undercloud
294932,294934,openstack-ansible-os_swift,openstack-ansible
294933,294934,openstack-ansible-os_cinder,openstack-ansible
294932,294935,openstack-ansible-os_swift,openstack-ansible
294933,294935,openstack-ansible-os_cinder,openstack-ansible
294861,294968,releases,requirements
292909,295027,puppet-openstack-cookiecutter,project-config
292193,295100,diskimage-builder,project-config
255349,295190,project-config,governance
295046,295264,project-config,trove
296414,295286,fuel-web,fuel-library
293744,295287,neutron-lbaas,neutron
293795,295287,neutron-lbaas,neutron
294687,295287,neutron-lbaas,neutron
295920,295287,neutron-lbaas,neutron
295234,295298,puppet-nova,fuel-library
298356,295310,devstack,nova
301393,295318,nova,nova
290905,295442,python-tripleoclient,tripleo-heat-templates
295441,295442,python-tripleoclient,tripleo-heat-templates
290896,295442,puppet-tripleo,tripleo-heat-templates
293581,295442,puppet-tripleo,tripleo-heat-templates
290896,295444,puppet-tripleo,instack-undercloud
293581,295444,puppet-tripleo,instack-undercloud
292712,295588,puppet-tripleo,tripleo-heat-templates
295614,295617,magnum,python-magnumclient
294398,295625,requirements,requirements
285954,295655,magnum,magnum
295680,295690,os-cloud-config,python-tripleoclient
297086,295762,python-muranoclient,murano
298371,295762,python-muranoclient,murano
242393,295893,neutron,networking-ovn
293843,295932,neutron,neutron
293846,295932,neutron,neutron
294591,295932,neutron,neutron
295287,295932,neutron,neutron
296135,296015,puppet-gnocchi,puppet-openstack-integration
297641,296102,puppet-neutron,puppet-openstack-integration
296125,296129,kolla,project-config
297959,296129,kolla,project-config
285096,296207,tacker,tacker
296209,296226,oslo.db,glance
293306,296304,cinder-specs,cinder
352790,296432,devstack-gate,ironic
364848,296432,networking-generic-switch,ironic
366922,296432,devstack,ironic
286604,296468,tripleo-common,python-tripleoclient
288568,296468,tripleo-common,python-tripleoclient
292938,296478,tripleo-common,python-tripleoclient
295391,296478,tripleo-common,python-tripleoclient
288744,296477,tripleo-common,python-tripleoclient
293983,296477,tripleo-common,python-tripleoclient
296490,296501,openstack-ansible-repo_build,openstack-ansible
296501,296501,openstack-ansible-repo_build,openstack-ansible
293843,296506,neutron,neutron
293846,296506,neutron,neutron
294591,296506,neutron,neutron
295287,296506,neutron,neutron
258522,296515,project-config,networking-bgpvpn
300505,296525,openstack-ansible-plugins,openstack-ansible-os_neutron
303025,296525,openstack-ansible-plugins,openstack-ansible-os_neutron
271391,296546,ironic,devstack
279279,296553,neutron-vpnaas,neutron-vpnaas
304830,296557,puppet-neutron,puppet-openstack-integration
296497,296572,puppet-tripleo,tripleo-heat-templates
261429,296621,ironic,ironic
285096,296696,tacker,tacker
301172,296771,devstack,devstack-gate
297036,296801,fuel-agent,fuel-library
294189,296808,keystone,project-config
296555,296853,requirements,trove
296646,296953,fuel-web,python-fuelclient
296991,296997,devstack,grenade
297027,297004,grenade,devstack-gate
297281,297005,devstack-gate,project-config
297304,297134,oslo.i18n,oslo.i18n
297377,297134,oslo.i18n,oslo.i18n
295937,297135,puppet-tripleo,tripleo-heat-templates
297115,297135,puppet-tripleo,tripleo-heat-templates
297763,297168,fuel-ui,fuel-web
297231,297233,puppet-nova,puppet-openstack_spec_helper
297279,297271,sahara,project-config
296997,297281,grenade,devstack-gate
292550,297336,cinder,cinder
297395,297399,project-config,governance
297275,297423,taskflow,octavia
297474,297478,project-config,ironic-python-agent
297494,297496,openstack-doc-tools,openstack-manuals
297526,297553,openstack-manuals,openstack-manuals
299811,297597,fuel-virtualbox,fuel-library
296646,297599,fuel-web,python-fuelclient
297474,297734,project-config,ironic-python-agent
297474,297735,project-config,ironic-python-agent
297877,297784,requirements,taskflow
297826,297876,requirements,nova
293020,297878,ironic,nova
314662,297878,ironic,nova
349528,297895,ironic,nova
350039,297895,requirements,nova
295492,297966,tempest,keystone
295972,297975,governance,releases
297995,297994,requirements,oslo.messaging
292460,298067,puppet-openstack-integration,puppet-keystone
281693,298074,neutron,networking-odl
295551,298170,project-config,devstack
298316,298317,devstack,ceilometer
297619,298348,fuel-library,fuel-library
226862,298348,puppet-nova,fuel-library
279111,298348,puppet-neutron,fuel-library
298383,298384,releases,requirements
299469,298441,python-designateclient,designate
299530,298441,python-designateclient,designate
298368,298464,sahara-specs,sahara
283171,298498,horizon,horizon
298446,298569,devstack-gate,project-config
298603,298615,governance,project-config
298652,298655,releases,requirements
298754,298757,project-config,governance
300605,298765,openstack-ansible,openstack-ansible-os_neutron
298836,298841,releases,requirements
303523,298846,fuel-menu,fuel-library
304007,298846,fuel-menu,fuel-library
298902,298913,monasca-api,project-config
298907,298913,monasca-common,project-config
298587,298917,openstack-manuals,project-config
298404,298917,api-site,project-config
298340,298917,operations-guide,project-config
298978,298979,releases,requirements
309283,299052,python-cinderclient,python-cinderclient
298465,299056,puppet-openstack_spec_helper,puppet-aodh
299509,299056,puppet-openstack_spec_helper,puppet-aodh
298465,299057,puppet-openstack_spec_helper,puppet-ceilometer
299509,299057,puppet-openstack_spec_helper,puppet-ceilometer
298465,299058,puppet-openstack_spec_helper,puppet-cinder
299509,299058,puppet-openstack_spec_helper,puppet-cinder
298465,299059,puppet-openstack_spec_helper,puppet-designate
299509,299059,puppet-openstack_spec_helper,puppet-designate
299170,299171,oslo.db,glance
299192,299208,project-config,governance
299232,299260,instack-undercloud,tripleo-docs
329874,299260,instack-undercloud,tripleo-docs
302442,299301,puppet-openstacklib,puppet-keystone
309757,299301,puppet-openstacklib,puppet-keystone
294087,299340,fuel-main,fuel-web
275642,299343,ironic-inspector,ironic-python-agent
299327,299343,ironic-inspector,ironic-python-agent
299473,299475,tripleo-heat-templates,python-tripleoclient
303917,299475,tripleo-heat-templates,python-tripleoclient
303918,299475,tripleo-heat-templates,python-tripleoclient
299279,299475,os-cloud-config,python-tripleoclient
299529,299485,ironic-python-agent,project-config
315536,299485,ironic-python-agent,project-config
299501,299502,releases,requirements
300168,299564,puppet-openstack-integration,puppet-barbican
329221,299591,neutron,nova
346217,299591,neutron,nova
299501,299634,releases,requirements
299400,299656,openstack-ansible-repo_build,openstack-ansible
299874,299896,os-cloud-config,tripleo-heat-templates
366690,299998,neutron-lbaas,neutron-lbaas
297479,300052,ironic,devstack
299317,300052,ironic,devstack
297479,300054,ironic,devstack
299317,300054,ironic,devstack
327081,300056,neutron,neutron
300061,300062,project-config,requirements
300113,300076,requirements,nova
300070,300080,freezer-api,freezer
299932,300084,project-config,governance
300108,300109,releases,requirements
301257,300127,devstack,nova
354710,300127,devstack,nova
319582,300200,mistral,tripleo-common
300110,300205,releases,requirements
317155,300248,tacker,tacker
323530,300248,tacker,tacker
298941,300367,tripleo-ci,python-tripleoclient
348755,300371,keystone,neutron
300428,300434,governance,ironic
328399,300443,cinder,python-cinderclient
300554,300555,puppet-trove,puppet-openstack-integration
299874,300568,os-cloud-config,tripleo-heat-templates
299874,300569,os-cloud-config,tripleo-heat-templates
297479,300579,ironic,ironic-inspector
299317,300579,ironic,ironic-inspector
300052,300581,devstack,ironic-inspector
300054,300581,devstack,ironic-inspector
300588,300584,puppet-glance,puppet-openstack-integration
321641,300584,puppet-glance,puppet-openstack-integration
300686,300589,openstack-ansible-repo_build,openstack-ansible-repo_build
301103,300589,openstack-ansible-repo_build,openstack-ansible-repo_build
300588,300594,puppet-glance,instack-undercloud
321641,300594,puppet-glance,instack-undercloud
298052,300639,cinder,tempest
300585,300639,devstack,tempest
316144,300639,devstack,tempest
300659,300669,python-troveclient,trove
325050,300698,governance,governance
306037,300752,governance,governance
301569,300845,requirements,requirements
300965,300967,releases,requirements
261472,301016,cinder,cinder
299400,301033,openstack-ansible-repo_build,openstack-ansible
301128,301113,fuel-ui,fuel-web
272206,301140,python-tripleoclient,instack-undercloud
290059,301145,openstack-ansible-security,openstack-ansible
301210,301145,openstack-ansible-security,openstack-ansible
301219,301218,project-config,governance
300585,301235,devstack,tempest
300742,301313,project-config,governance
303414,301320,kolla,project-config
304948,301320,kolla,project-config
301337,301344,releases,requirements
301363,301364,releases,requirements
301344,301374,requirements,glance
299773,301383,puppet-ceph,puppet-openstack-integration
301444,301445,cinder,python-cinderclient
301340,301572,project-config,governance
301571,301574,diskimage-builder,python-tripleoclient
297086,301638,python-muranoclient,murano
298371,301638,python-muranoclient,murano
301643,301652,rally,project-config
301724,301725,devstack,nova
301526,301740,ironic-lib,ironic
274872,301763,trove,trove-integration
301786,301791,magnum,project-config
301842,301843,tap-as-a-service,networking-midonet
301894,301899,python-troveclient,project-config
301773,301905,oslo.versionedobjects,nova
301342,301936,python-troveclient,trove
280067,301985,fuel-web,fuel-octane
302055,302057,devstack,barbican
298704,302127,neutron-specs,neutron
320150,302235,tripleo-heat-templates,tripleo-heat-templates
273241,302235,puppet-keystone,tripleo-heat-templates
329114,302235,puppet-keystone,tripleo-heat-templates
302218,302242,ironic,project-config
314933,302242,ironic,project-config
291921,302295,cookbook-openstack-common,cookbook-openstack-common
302318,302319,python-tripleoclient,tripleo-heat-templates
305849,302319,python-tripleoclient,tripleo-heat-templates
147186,302394,cinder,devstack-plugin-nfs
302223,302395,openstacksdk,python-openstackclient
310713,302409,puppet-pacemaker,tripleo-heat-templates
309069,302409,puppet-tripleo,tripleo-heat-templates
304074,302486,python-novaclient,python-novaclient
302545,302677,designate-tempest-plugin,designate
302689,302677,project-config,designate
302692,302697,openstack-ansible,openstack-ansible-os_tempest
304459,302697,openstack-ansible,openstack-ansible-os_tempest
302747,302752,puppet-ironic,instack-undercloud
304721,302770,project-config,shade
305952,302801,manila,manila
309320,302801,manila,manila
301128,302950,fuel-ui,fuel-web
303890,302956,heat,heat
302904,303009,neutron,magnum
303042,303046,neutron,magnum
302904,303179,neutron,magnum
303288,303290,tripleo-ci,tripleo-heat-templates
299811,303326,fuel-virtualbox,fuel-library
364762,303345,requirements,nova
364762,303346,requirements,neutron
314827,303386,puppet-tripleo,tripleo-heat-templates
364762,303429,requirements,horizon
299811,303464,fuel-virtualbox,fuel-library
300505,303491,openstack-ansible-plugins,openstack-ansible-os_neutron
303025,303491,openstack-ansible-plugins,openstack-ansible-os_neutron
306633,303659,openstack-ansible,openstack-ansible
306632,303659,openstack-ansible-os_ironic,openstack-ansible
308832,303659,openstack-ansible-os_ironic,openstack-ansible
303633,303659,openstack-ansible-os_ironic,openstack-ansible
281515,303715,puppet-openstack-integration,project-config
364762,303766,requirements,cinder
303771,303772,puppet-openstack-integration,project-config
303834,303787,devstack,python-novaclient
303838,303787,devstack-gate,python-novaclient
303838,303848,devstack-gate,python-novaclient
304897,303871,magnum,magnum
303299,303874,magnum,python-magnumclient
303897,303890,requirements,heat
303867,303891,neutron-lib,neutron
303891,303892,neutron,neutron-lbaas
307330,303933,puppet-openstack-integration,puppet-neutron
332179,303935,trove-integration,trove
303989,303962,glance_store,project-config
304142,303962,glance_store,project-config
302677,303968,designate,designate-tempest-plugin
317012,303968,designate,designate-tempest-plugin
303986,303987,releases,requirements
576548,304019,keystone,sahara
301087,304020,tripleo-ci,tripleo-ci
304049,304055,project-config,governance
303834,304075,devstack,python-novaclient
302720,304094,python-tripleoclient,tripleo-heat-templates
306391,304094,python-tripleoclient,tripleo-heat-templates
304578,304101,ironic-python-agent,ironic
244162,304125,tripleo-heat-templates,puppet-tripleo
302318,304154,python-tripleoclient,tripleo-heat-templates
305849,304154,python-tripleoclient,tripleo-heat-templates
297107,304172,oslo.serialization,oslo.messaging
301154,304192,tempest,devstack
301155,304201,devstack,tempest
303023,304237,cinder,python-cinderclient
303024,304238,cinder,python-cinderclient
303022,304236,cinder,python-cinderclient
294263,304235,cinder,python-cinderclient
294263,304234,cinder,python-cinderclient
301798,304295,puppet-tripleo,tripleo-heat-templates
304287,304295,puppet-tripleo,tripleo-heat-templates
238013,304295,tripleo-puppet-elements,tripleo-heat-templates
304090,304295,tripleo-puppet-elements,tripleo-heat-templates
290710,304295,python-tripleoclient,tripleo-heat-templates
304240,304295,python-tripleoclient,tripleo-heat-templates
302692,304312,openstack-ansible,openstack-ansible-os_tempest
304459,304312,openstack-ansible,openstack-ansible-os_tempest
386995,304335,barbican,barbican
308424,304430,puppet-openstack-integration,puppet-openstack_extras
373012,304500,project-config,ceilometer
304053,304523,oslo.utils,oslo.messaging
311218,304563,puppet-tripleo,tripleo-heat-templates
307474,304578,ironic-python-agent,ironic-python-agent
304620,304628,murano-dashboard,murano
304813,304679,sahara-tests,sahara
304689,304691,releases,requirements
336544,304692,puppet-tripleo,tripleo-heat-templates
336687,304692,puppet-tripleo,tripleo-heat-templates
293048,304752,python-keystoneclient,devstack
309092,304760,tripleo-ci,os-net-config
304752,304761,devstack,shade
304767,304768,cinder,cinder
304707,304787,tripleo-ci,tripleo-ci
222772,304787,tripleo-heat-templates,tripleo-ci
309512,304797,project-config,puppet-openstack-integration
304808,304809,puppet-ceph,puppet-openstack-integration
305430,304826,requirements,python-openstackclient
275766,304847,ironic,ironic
304853,304854,tempest,devstack
307330,304944,puppet-openstack-integration,puppet-nova
307330,304945,puppet-openstack-integration,puppet-nova
303921,304992,project-config,tempest
305161,305165,openstack-ansible-memcached_server,openstack-ansible
310623,305299,instack-undercloud,puppet-ironic
305070,305303,gnocchi,gnocchi
322782,305303,gnocchi,gnocchi
305421,305433,openstack-ansible-os_horizon,openstack-ansible
305887,305433,openstack-ansible-os_horizon,openstack-ansible
305432,305433,openstack-ansible-os_neutron,openstack-ansible
307684,305433,openstack-ansible-os_neutron,openstack-ansible
304707,305442,tripleo-ci,tripleo-heat-templates
297291,305462,horizon,searchlight-ui
318145,305473,devstack,ironic-python-agent
305562,305475,magnum,project-config
305562,305476,magnum,magnum
305480,305482,puppet-tripleo,tripleo-heat-templates
301565,305492,requirements,oslo.db
280067,305493,fuel-web,fuel-octane
305501,305505,fuel-library,puppet-aodh
321045,305561,puppet-mistral,puppet-openstack-integration
304992,305589,tempest,ceilometer
276842,305656,neutron,dragonflow
313277,305663,neutron,networking-ovn
305709,305715,project-config,rally
305777,305779,designate-tempest-plugin,designate
325914,305827,sahara-dashboard,sahara-dashboard
306629,305947,cookbook-openstack-integration-test,openstack-chef-repo
307330,306001,puppet-openstack-integration,puppet-neutron
306010,306011,nova,ironic
375715,306011,nova,ironic
306040,306012,trove-dashboard,trove-dashboard
307221,306012,trove-dashboard,trove-dashboard
306012,306018,trove-dashboard,project-config
172199,306053,octavia,octavia
305509,306072,openstacksdk,python-openstackclient
302442,306075,puppet-openstacklib,puppet-keystone
309757,306075,puppet-openstacklib,puppet-keystone
306185,306186,project-config,governance
306206,306193,requirements,networking-generic-switch
299473,306195,tripleo-heat-templates,python-tripleoclient
303917,306195,tripleo-heat-templates,python-tripleoclient
303918,306195,tripleo-heat-templates,python-tripleoclient
299279,306195,os-cloud-config,python-tripleoclient
315296,306237,devstack,tempest
291775,306246,requirements,neutron
306235,306288,tripleo-ci,tripleo-heat-templates
282313,306328,governance,openstack-ansible
282314,306328,project-config,openstack-ansible
335363,306329,grenade,gnocchi
360570,306329,grenade,gnocchi
300686,306371,openstack-ansible-repo_build,openstack-ansible-repo_build
301103,306371,openstack-ansible-repo_build,openstack-ansible-repo_build
306527,306410,fuel-web,fuel-ui
308433,306410,fuel-web,fuel-ui
306514,306521,diskimage-builder,instack-undercloud
309163,306535,tripleo-ci,instack-undercloud
297291,306540,horizon,searchlight-ui
306579,306580,solum,python-solumclient
303684,306683,neutron-vpnaas,python-neutronclient
306754,306755,ironic-specs,ironic-specs
307001,306769,requirements,horizon
309273,306848,requirements,keystone
306798,306875,requirements,keystoneauth
306798,306876,requirements,keystonemiddleware
306798,306877,requirements,pycadf
304992,306983,tempest,ceilometer
308008,307139,rally,releases
307046,307150,networking-bgpvpn,project-config
307871,307150,networking-bgpvpn,project-config
314289,307346,trove,trove
321195,307346,trove,trove
307321,307354,puppet-swift,puppet-openstack-integration
308095,307434,requirements,barbican
307436,307437,releases,requirements
306656,307505,python-tackerclient,tacker
307438,307518,nova,tempest
309040,307518,nova,tempest
309110,307518,nova,tempest
309168,307518,nova,tempest
307952,307705,tempest,ironic
307434,307820,barbican,project-config
308157,307858,devstack,requirements
