Source,Target,Source_repo,Target_repo
26005,26006,oslo-incubator,ceilometer
66146,64831,pbr,requirements
66453,71359,neutron,devstack
153227,83150,project-config,oslo.messaging
178352,86978,project-config,grenade
95339,96143,tempest,devstack
96377,96380,requirements,heat
106336,97317,tempest,grenade
99390,99333,grenade,devstack-gate
103101,99333,grenade,devstack-gate
102423,100381,trove-integration,trove
277583,103368,requirements,keystone
105524,105510,horizon,requirements
105625,105510,horizon,requirements
105626,105510,horizon,requirements
105627,105510,horizon,requirements
105628,105510,horizon,requirements
105629,105510,horizon,requirements
105630,105510,horizon,requirements
105631,105510,horizon,requirements
156717,105510,horizon,requirements
108371,108443,devstack,trove-integration
89873,110704,trove,python-troveclient
89873,110705,trove,trove-integration
110704,110705,python-troveclient,trove-integration
89873,110711,trove,devstack
110704,110711,python-troveclient,devstack
110925,110711,python-troveclient,devstack
105758,113745,trove,python-troveclient
117925,118521,python-troveclient,trove
127864,122287,requirements,oslo.vmware
135692,122287,requirements,oslo.vmware
135721,122287,requirements,oslo.vmware
126189,126182,neutron,python-neutronclient
129636,129658,os-apply-config,tripleo-image-elements
161723,129795,os-client-config,python-openstackclient
131198,130018,devstack,devstack-gate
131184,130018,requirements,devstack-gate
131184,131198,requirements,devstack
132599,131601,oslo-incubator,tempest
132048,132059,tripleo-heat-templates,tripleo-incubator
132546,132451,project-config,devstack
134146,134005,tripleo-heat-templates,tripleo-image-elements
157985,134052,requirements,hacking
134332,134617,nova,tempest
134924,134685,tempest,devstack
134685,134714,devstack,devstack-gate
134972,134985,devstack,tempest
134975,134985,devstack,tempest
140313,136458,nova,python-novaclient
161112,136869,nova,nova
136880,136882,tripleo-incubator,tripleo-heat-templates
137079,137050,nova,project-config
137514,137515,glance_store,glance
137936,137935,devstack-gate,project-config
138949,138951,devstack-gate,project-config
136039,139775,glance_store,glance
327993,140045,os-vif,nova
344433,140045,os-vif,nova
149068,140128,neutron,devstack-gate
140128,140163,devstack-gate,project-config
161112,140313,nova,nova
140493,140482,neutron,devstack
167003,140840,diskimage-builder,project-config
140920,140921,requirements,tooz
141151,140921,devstack-gate,tooz
141653,141654,oslo-incubator,nova
161079,141825,requirements,glance
70286,142335,neutron,tempest
164893,142432,zaqar,zaqar
143351,143346,requirements,tempest
143244,143516,tripleo-heat-templates,tripleo-incubator
168187,144248,requirements,keystonemiddleware
194726,145703,devstack,cinder
216690,145703,grenade,cinder
145925,145932,requirements,project-config
146006,146005,requirements,nova
146015,146005,tempest,nova
146006,146015,requirements,tempest
146006,146035,requirements,glance
146980,146981,requirements,project-config
148111,146981,requirements,project-config
148112,146981,requirements,project-config
146980,146982,requirements,pbr
148111,146982,requirements,pbr
148112,146982,requirements,pbr
146981,146982,project-config,pbr
147726,147077,cinder,python-cinderclient
147248,147215,neutron-fwaas,neutron
152292,147215,neutron-lbaas,neutron
147240,147215,neutron-vpnaas,neutron
157355,147396,neutron,neutron-fwaas
147751,147756,nova,rally
152872,148546,glance,glance
148326,148688,glance,python-glanceclient
148512,148981,glance,python-glanceclient
138599,149948,nova,nova
201265,150057,oslo.db,keystone
160068,150267,devstack,nova
148884,150722,neutron-fwaas,neutron
153080,151037,devstack,requirements
154216,151037,devstack,requirements
154217,151037,devstack,requirements
153237,152690,requirements,openstack-manuals
155540,153079,neutron-lbaas,devstack
174394,153192,project-config,heat
153543,153757,neutron-vpnaas,neutron
147248,153913,neutron-fwaas,networking-ofagent
152292,153913,neutron-lbaas,networking-ofagent
147240,153913,neutron-vpnaas,networking-ofagent
161456,154131,project-config,neutron
153677,154155,devstack-gate,project-config
165246,154289,tempest,neutron
153081,154575,grenade,devstack
153702,154575,grenade,devstack
154620,154692,heat,python-heatclient
152994,154994,devstack,project-config
155081,155060,cinder,taskflow
155357,155080,devstack,ironic-python-agent
156690,155212,neutron-vpnaas,neutron
156602,155374,neutron-vpnaas,neutron
154407,155455,oslo.versionedobjects,project-config
156863,155552,os-brick,cinder
155727,155728,ironic-python-agent,ironic
164370,155868,governance,project-config
156690,155906,neutron-vpnaas,neutron
156691,155906,neutron-vpnaas,neutron
156692,155906,neutron-fwaas,neutron
156694,155906,neutron-lbaas,neutron
155979,155980,oslo.policy,oslo-incubator
155996,156039,python-saharaclient,sahara
155051,156133,neutron,neutron-lbaas
155051,156132,neutron,neutron-lbaas
155051,156131,neutron,neutron-lbaas
157057,156264,devstack-gate,devstack
156315,156328,trove,project-config
155957,156421,devstack-gate,project-config
156580,156573,glance,glance_store
156719,156676,python-swiftclient,project-config
155212,156691,neutron,neutron-vpnaas
145829,156690,neutron,neutron-vpnaas
155212,156692,neutron,neutron-fwaas
145829,156694,neutron,neutron-lbaas
155738,156807,governance,project-config
135768,157054,devstack-gate,tempest
158579,157304,fuel-web,fuel-library
160661,157481,requirements,horizon
157557,157559,neutron-fwaas,neutron
157577,157580,devstack,devstack-gate
157469,157723,ironic-python-agent,ironic
157972,157973,trove,trove
206771,158013,project-config,requirements
137661,158338,rally,rally
158525,158415,devstack-gate,project-config
160190,158463,project-config,shade
158486,158468,neutron-fwaas,neutron
158487,158468,neutron-vpnaas,neutron
174473,158511,tempest,devstack
155540,158512,neutron-lbaas,devstack
156690,158585,neutron-vpnaas,networking-ofagent
156691,158585,neutron-vpnaas,networking-ofagent
156692,158585,neutron-fwaas,networking-ofagent
156694,158585,neutron-lbaas,networking-ofagent
160423,158852,nova,tempest
158863,158865,neutron,neutron-fwaas
158897,158893,requirements,python-ironicclient
158674,159032,fuel-main,fuel-web
155728,159178,ironic,devstack
152171,159218,neutron-lbaas,python-neutronclient
159293,159295,requirements,nova
159472,159480,os-client-config,shade
159380,159514,requirements,nova
159380,159577,requirements,nova
159673,159674,os-client-config,shade
159646,159685,oslo-incubator,nova
167765,159685,oslo-incubator,nova
170467,159685,oslo-incubator,nova
160007,160011,oslo.log,nova
160348,160149,nova,devstack
281045,160224,ironic-lib,ironic-python-agent
137642,160305,fuel-web,python-fuelclient
160389,160419,release-tools,project-config
160600,160560,project-config,openstack-ansible
158189,160625,neutron-lbaas,neutron-lbaas
160644,160625,neutron-lbaas,neutron-lbaas
149068,160628,neutron,neutron
193756,160699,neutron-fwaas,neutron
193755,160699,neutron-lbaas,neutron
193754,160699,neutron-vpnaas,neutron
168701,160856,nova,devstack
178442,160856,nova,devstack
168229,160856,tempest,devstack
161877,160856,devstack,devstack
161085,160856,neutron,devstack
160886,160893,devstack,project-config
126309,160924,nova,tempest
215160,160924,nova,tempest
160548,160933,project-config,devstack-gate
160600,160999,project-config,openstack-ansible
160600,161000,project-config,openstack-ansible
161009,161015,governance,project-config
161015,161015,governance,project-config
161453,161066,ironic,ironic-python-agent
161265,161274,release-tools,oslo-incubator
152156,161302,keystone,python-openstackclient
149068,161355,neutron,neutron-lbaas
149068,161357,neutron,neutron-fwaas
145085,161404,neutron-lbaas,python-neutronclient
161421,161422,project-config,devstack-gate
164459,161436,grenade,devstack
134759,161672,cinder,grenade
134759,161677,cinder,grenade
161723,161724,os-client-config,python-openstackclient
161796,161797,project-config,devstack-gate
161886,161887,governance,project-config
161910,161911,governance,project-config
163121,161970,requirements,glance
161835,162032,openstack-manuals,project-config
161662,162093,openstack-manuals,project-config
162145,162146,governance,project-config
162147,162148,os-client-config,shade
160903,162214,python-muranoclient,murano-dashboard
135768,162236,devstack-gate,devstack
162233,162236,nova,devstack
162233,162283,nova,nova
161386,162308,glance,glance_store
126309,162498,nova,tempest
215160,162498,nova,tempest
165063,162656,devstack,requirements
162676,162677,trove-integration,trove
157608,162779,oslo-incubator,nova
162779,162779,oslo-incubator,nova
157608,162780,oslo-incubator,nova
162779,162780,oslo-incubator,nova
157608,162781,oslo-incubator,cinder
162779,162781,oslo-incubator,cinder
163746,162848,project-config,python-neutronclient
172320,162916,fuel-main,fuel-web
163189,163062,project-config,neutron
164289,163088,requirements,keystone
133919,163157,nova,devstack
168646,163157,nova,devstack
188444,163157,nova,devstack
135768,163157,devstack-gate,devstack
163588,163193,tempest,devstack
163062,163199,neutron,project-config
163241,163242,devstack,devstack
163246,163255,governance,project-config
165411,163351,ec2-api,ec2-api
163734,163402,governance,project-config
163773,163490,grenade,devstack
163549,163590,tempest,tempest-lib
163193,163593,devstack,devstack-gate
163731,163718,project-config,devstack
163718,163725,devstack,devstack-gate
163079,163857,ironic-python-agent,ironic
165885,163907,grenade,devstack
163929,163930,mistral,python-mistralclient
163967,164022,oslo.messaging,project-config
169529,164034,trove,trove
163743,164184,heat,rally
164545,164205,python-muranoclient,murano-dashboard
164211,164209,project-config,gnocchi
164280,164282,trove-integration,trove
164281,164282,python-troveclient,trove
167712,164335,barbican,barbican
163739,164386,ironic-python-agent,ironic
162757,164390,neutron-lbaas,project-config
177175,164392,tripleo-puppet-elements,tripleo-heat-templates
163588,164396,tempest,tempest
164190,164427,tempest,devstack
165411,164674,ec2-api,ec2-api
160866,164724,ceilometer,openstack-manuals
164280,164765,trove-integration,devstack
170021,164983,puppet-tripleo,tripleo-heat-templates
170670,164983,puppet-heat,tripleo-heat-templates
170674,164983,puppet-glance,tripleo-heat-templates
187342,164983,puppet-glance,tripleo-heat-templates
172107,164983,puppet-tripleo,tripleo-heat-templates
135768,165182,devstack-gate,tempest
164335,165205,barbican,barbican
165205,165207,barbican,barbican
164342,165224,governance,project-config
164466,165226,neutron,neutron-vpnaas
135768,165233,devstack-gate,tempest
163287,165235,heat,devstack
165608,165411,nova,ec2-api
166723,165433,governance,project-config
165438,165442,governance,project-config
168175,165496,devstack,ironic
165675,165548,devstack,tempest
165281,165616,devstack,tempest
168187,165755,requirements,python-openstackclient
162783,165885,devstack,grenade
164820,165922,project-config,project-config
165949,165946,fuel-web,fuel-astute
174295,166192,ironic-specs,ironic
167800,166327,devstack,tempest
167861,166327,devstack,tempest
167862,166327,devstack,tempest
166491,166489,ceilometer,openstack-manuals
166821,166547,governance,project-config
166689,166697,cinder,python-cinderclient
165404,166729,python-muranoclient,murano-dashboard
166727,166738,cinder,python-cinderclient
164173,166763,ceilometer,heat
176782,166778,devstack,devstack
166875,166898,fuel-library,fuel-web
166883,166918,tempest,tempest-lib
166979,166985,api-site,nova
166992,166993,devstack,devstack-gate
161480,167036,cinder,python-cinderclient
167143,167158,devstack-gate,project-config
161885,167213,governance,project-config
167244,167243,governance,project-config
167047,167412,trove,devstack-gate
167412,167447,devstack-gate,devstack
171121,167538,puppet-tripleo,tripleo-heat-templates
167612,167607,governance,project-config
168117,167631,governance,project-config
164334,167712,barbican,barbican
167213,167730,project-config,governance
161080,167848,governance,project-config
162063,167910,devstack,neutron
169214,168044,puppet-tripleo,tripleo-heat-templates
168701,168063,nova,devstack-gate
178442,168063,nova,devstack-gate
168229,168063,tempest,devstack-gate
161877,168063,devstack,devstack-gate
156360,168063,neutron,devstack-gate
182670,168115,neutron-vpnaas,neutron-vpnaas
167041,168123,neutron,neutron-fwaas
167447,168134,devstack,trove
167447,168145,devstack,project-config
168145,168146,project-config,devstack-gate
163725,168193,devstack-gate,project-config
168229,168235,tempest,devstack
168022,168289,project-config,faafo
168407,168408,devstack,devstack-gate
172118,168423,devstack-gate,devstack
168609,168591,devstack,devstack
168673,168672,python-swiftclient,shade
168217,168780,devstack,project-config
169535,168784,oslo.policy,nova
138215,169004,oslo.db,devstack
146105,169004,nova,devstack
169132,169133,requirements,horizon
167642,169426,python-saharaclient,project-config
169426,169427,project-config,tempest
170642,169529,trove,trove
165226,169876,neutron-vpnaas,neutron
170161,169907,devstack,devstack-gate
169907,169909,devstack-gate,nova
170268,170272,requirements,tempest-lib
170407,170518,puppet-nova,tripleo-heat-templates
179679,170518,puppet-nova,tripleo-heat-templates
179681,170518,puppet-nova,tripleo-heat-templates
157930,170569,keystone,project-config
170604,170608,project-config,devstack-gate
170903,170913,tempest,project-config
168408,170934,devstack-gate,devstack
158811,170983,neutron,neutron-lbaas
170842,171058,neutron,networking-ovn
170900,171199,devstack-gate,nova
170689,171229,cinder,cinder
176041,171354,devstack,neutron
187015,171516,keystonemiddleware,keystonemiddleware
171911,171865,nova,devstack
171222,172059,tempest,ec2-api
171069,172059,tempest,ec2-api
172633,172169,devstack,grenade
165246,172234,tempest,neutron
172315,172318,requirements,oslo.messaging
160112,172508,neutron,devstack
176333,172508,oslo.context,devstack
172461,172517,python-ironicclient,python-ironicclient
172565,172572,tripleo-puppet-elements,tripleo-heat-templates
172748,172749,governance,project-config
172802,172803,governance,project-config
172813,172808,nova,cinder
172396,172915,fuel-web,python-fuelclient
172930,172932,nova,ironic
172954,172953,fuel-astute,fuel-web
172980,172983,tempest,nova
174473,173114,tempest,devstack
173161,173162,requirements,horizon
173199,173234,python-cinderclient,nova
173250,173256,requirements,heat
171919,173647,devstack,devstack-gate
149175,173673,python-keystoneclient,python-openstackclient
245612,173673,python-keystoneclient,python-openstackclient
188641,173674,ironic-specs,python-ironicclient
173788,173708,puppet-openstacklib,puppet-keystone
171785,173758,tripleo-puppet-elements,tripleo-heat-templates
171875,173758,heat-templates,tripleo-heat-templates
173747,173773,puppet-tripleo,tripleo-heat-templates
174417,173791,devstack,grenade
174087,174088,oslo.messaging,project-config
173756,174212,tempest-lib,tempest
172442,174450,fuel-main,fuel-web
174567,174480,grenade,nova
174383,174486,requirements,oslo.concurrency
174383,174488,requirements,cliff
174383,174491,requirements,debtcollector
174383,174492,requirements,django_openstack_auth
174383,174493,requirements,keystonemiddleware
174383,174494,requirements,oslo.config
174383,174502,requirements,oslo.context
174383,174504,requirements,oslo.db
174383,174509,requirements,oslo.i18n
174383,174510,requirements,oslo.log
174383,174512,requirements,oslo.messaging
174383,174513,requirements,oslo.middleware
174383,174515,requirements,oslo.policy
174383,174516,requirements,oslo.rootwrap
174383,174518,requirements,oslo.serialization
174383,174520,requirements,oslotest
174383,174521,requirements,oslo.utils
174383,174522,requirements,oslo.versionedobjects
174383,174523,requirements,oslo.vmware
174383,174525,requirements,pycadf
174383,174527,requirements,python-barbicanclient
174383,174528,requirements,python-ceilometerclient
174383,174529,requirements,python-cinderclient
174383,174530,requirements,python-designateclient
174383,174531,requirements,python-glanceclient
174383,174532,requirements,python-heatclient
174383,174533,requirements,python-ironicclient
174383,174534,requirements,python-keystoneclient
174383,174535,requirements,keystoneauth-saml2
174383,174536,requirements,python-keystoneclient-kerberos
174383,174538,requirements,python-magnumclient
174383,174539,requirements,python-manilaclient
174383,174540,requirements,python-neutronclient
174383,174541,requirements,python-novaclient
174383,174542,requirements,python-openstackclient
174383,174543,requirements,python-saharaclient
174383,174544,requirements,python-swiftclient
174383,174545,requirements,python-troveclient
174383,174546,requirements,python-zaqarclient
174383,174547,requirements,stevedore
174383,174548,requirements,taskflow
174383,174549,requirements,tooz
175391,174567,devstack-gate,grenade
173788,174692,puppet-openstacklib,puppet-keystone
174765,174795,manila,manila
174766,174795,manila,manila
174768,174795,manila,manila
174772,174795,manila,manila
174774,174795,manila,manila
174777,174795,manila,manila
174781,174795,manila,manila
174791,174814,mistral,python-mistralclient
174833,174834,tripleo-ci,tripleo-puppet-elements
169065,174988,cue,python-cueclient
174954,174994,tripleo-puppet-elements,tripleo-heat-templates
175620,175063,governance,project-config
174588,175179,neutron,networking-odl
196794,175179,neutron,networking-odl
337060,175215,requirements,murano-dashboard
170225,175328,governance,project-config
176391,175391,keystone,devstack-gate
176392,175391,keystone,devstack-gate
175935,175391,grenade,devstack-gate
147396,175394,neutron-fwaas,neutron-fwaas
175750,175399,neutron,neutron
167910,175399,neutron,neutron
203193,175569,requirements,nova
175760,175846,heat-specs,project-config
176113,176012,requirements,devstack
179848,176060,puppet-tripleo,tripleo-heat-templates
176243,176113,requirements,requirements
176113,176120,requirements,requirements
193357,176150,puppet-keystone,puppet-glance
174299,176192,neutron-vpnaas,devstack
185519,176192,neutron-vpnaas,devstack
172032,176292,tripleo-heat-templates,tripleo-ci
172597,176292,tripleo-heat-templates,tripleo-ci
172112,176326,governance,project-config
176334,176338,project-config,governance
176151,176391,oslo-incubator,keystone
176151,176392,oslo-incubator,keystone
182296,176503,devstack,gnocchi
176932,176723,devstack,grenade
230107,176723,devstack,grenade
230342,176723,devstack,grenade
176965,177002,project-config,diskimage-builder
181114,177060,tripleo-incubator,tripleo-ci
177176,177175,tripleo-ci,tripleo-puppet-elements
183339,177578,python-ironicclient,python-ironicclient
238117,177721,murano-agent,murano
177203,177722,diskimage-builder,tripleo-ci
177177,177722,tripleo-image-elements,tripleo-ci
177203,177728,diskimage-builder,tripleo-incubator
177177,177728,tripleo-image-elements,tripleo-incubator
177722,177735,tripleo-ci,tripleo-heat-templates
182553,177765,tripleo-ci,tripleo-heat-templates
177891,177893,requirements,networking-ovn
177891,177918,requirements,neutron
178472,178036,project-config,heat
178076,178093,project-config,zaqar
178076,178099,project-config,zaqar
178076,178100,project-config,zaqar
178076,178098,project-config,zaqar
178108,178110,tripleo-image-elements,tripleo-heat-templates
284588,178137,tempest,tempest
284586,178137,tempest,tempest
177830,178147,mistral,python-mistralclient
178643,178147,mistral,python-mistralclient
178283,178287,project-config,diskimage-builder
178370,178375,murano,murano-dashboard
187654,178385,puppet-openstacklib,puppet-keystone
189481,178434,xstatic-jasmine,horizon
179260,178504,requirements,horizon
219474,178504,requirements,horizon
178546,178561,tempest-lib,tempest
178122,178574,mistral,python-mistralclient
178633,178574,mistral,python-mistralclient
178606,178607,devstack,tempest
178461,178665,murano,murano
178470,178665,murano,murano
178661,178665,congress,murano
178669,178665,congress,murano
178461,178674,murano,murano
178470,178674,murano,murano
178661,178674,congress,murano
178669,178674,congress,murano
185977,178739,neutron,openstack-manuals
178881,178886,os-client-config,shade
174730,178928,tempest-lib,python-troveclient
178122,178954,mistral,python-mistralclient
178633,178954,mistral,python-mistralclient
223565,178955,grenade,devstack
179039,179073,mistral,python-mistralclient
179125,179073,mistral,python-mistralclient
179039,179144,mistral,python-mistralclient
179125,179144,mistral,python-mistralclient
179515,179209,diskimage-builder,project-config
179318,179260,horizon,requirements
219574,179260,horizon,requirements
179672,179316,nova,devstack
183384,179329,devstack,project-config
180867,179329,neutron,project-config
179350,179353,ha-guide,openstack-manuals
179345,179353,api-site,openstack-manuals
179077,179394,tripleo-image-elements,tripleo-heat-templates
179295,179408,python-openstackclient,python-openstackclient
183791,179648,governance,project-config
179663,179661,devstack,project-config
188664,179689,devstack-gate,devstack-gate
188646,179689,devstack,devstack-gate
187873,179689,neutron,devstack-gate
179790,179803,manila,python-manilaclient
185524,179820,tripleo-ci,tripleo-heat-templates
176057,179848,tripleo-puppet-elements,puppet-tripleo
179967,179972,requirements,taskflow
179983,179982,project-config,devstack-gate
180087,180090,oslo.vmware,nova
179745,180128,requirements,nova
180359,180341,devstack,devstack
239707,180566,instack-undercloud,tripleo-heat-templates
248195,180566,instack-undercloud,tripleo-heat-templates
180992,180695,devstack,nova
176827,180775,glance,glance
180943,180946,fuel-main,fuel-web
181051,181056,fuel-web,fuel-library
204681,181192,taskflow,taskflow
204199,181192,requirements,taskflow
181211,181230,project-config,devstack-gate
179316,181260,devstack,devstack
180407,181299,puppet-openstacklib,puppet-keystone
181354,181357,os-cloud-config,tripleo-incubator
182502,181420,devstack,grenade
180833,181522,tripleo-heat-templates,tripleo-ci
120228,181533,oslo.rootwrap,oslo.rootwrap
181745,181747,tempest,project-config
181774,181777,project-config,requirements
278864,181826,cookbook-openstack-common,cookbook-openstack-ops-database
179397,181865,python-barbicanclient,heat
198188,181961,devstack,oslo.config
198186,181961,requirements,oslo.config
278774,181961,requirements,oslo.config
179230,181994,nova-specs,project-config
178068,182022,governance,project-config
225144,182057,ceilometer,ceilometer
182061,182072,requirements,os-client-config
182233,182083,grenade,devstack
187151,182083,devstack-gate,devstack
196429,182083,devstack-gate,devstack
182193,182229,dragonflow,dragonflow
182279,182230,murano,murano-agent
182279,182231,murano,murano-dashboard
182279,182232,murano,python-muranoclient
334505,182257,tempest,nova
170830,182337,requirements,project-config
182311,182337,magnum,project-config
176767,182339,heat,project-config
176892,182365,nova,tempest
192050,182416,requirements,taskflow
187347,182428,requirements,oslo-incubator
181134,182571,fuel-library,fuel-web
181397,182571,fuel-library,fuel-web
181357,182695,tripleo-incubator,tripleo-ci
182600,182743,fuel-web,fuel-astute
182444,182773,openstack-manuals,openstack-doc-tools
182780,182779,training-guides,project-config
183006,182997,fuel-library,fuel-web
182835,182998,magnum,project-config
182848,182998,python-magnumclient,project-config
183339,183039,python-ironicclient,python-ironicclient
182743,183064,fuel-astute,fuel-web
183097,183098,tripleo-heat-templates,tripleo-ci
183569,183103,tripleo-ci,tripleo-heat-templates
183080,183106,devstack,python-novaclient
184874,183137,requirements,glance
217086,183222,tempest,cinder
183323,183324,os-client-config,python-openstackclient
183387,183386,oslotest,requirements
183386,183388,requirements,python-novaclient
183072,183447,mistral,python-mistralclient
192543,183447,mistral,python-mistralclient
183097,183472,tripleo-heat-templates,tripleo-ci
254748,183537,requirements,cinder
183684,183695,devstack,tempest
187209,183700,devstack,tempest
183999,184068,tempest-lib,designate
184151,184138,requirements,nova
187654,184195,puppet-openstacklib,puppet-keystone
184228,184229,murano,murano-dashboard
184378,184367,ironic,bifrost
335086,184400,trove-integration,trove
183472,184751,tripleo-ci,tripleo-heat-templates
184788,184778,devstack-gate,manila
184719,184789,api-site,openstack-manuals
184830,184832,project-config,devstack-gate
215225,184874,project-config,requirements
155223,185002,neutron,networking-ofagent
177792,185093,python-zaqarclient,heat
185095,185094,requirements,tooz
184947,185105,openstackdocstheme,openstack-manuals
211124,185151,diskimage-builder,tripleo-ci
185160,185162,murano,python-muranoclient
185171,185203,ironic-specs,governance
185324,185327,project-config,governance
182606,185352,python-manilaclient,manila-ui
185361,185363,nova,project-config
182045,185446,project-config,governance
182912,185482,python-keystoneclient,project-config
256343,185549,grenade,nova
185633,185572,neutron,neutron
186122,185572,neutron,neutron
186301,185572,neutron,neutron
185618,185600,murano-deployment,murano-dashboard
185601,185602,puppet-openstacklib,puppet-ceilometer
185601,185603,puppet-openstacklib,puppet-designate
185601,185604,puppet-openstacklib,puppet-glance
185601,185605,puppet-openstacklib,puppet-gnocchi
185601,185606,puppet-openstacklib,puppet-heat
185601,185607,puppet-openstacklib,puppet-ironic
185601,185608,puppet-openstacklib,puppet-keystone
185601,185609,puppet-openstacklib,puppet-manila
185601,185610,puppet-openstacklib,puppet-neutron
185601,185611,puppet-openstacklib,puppet-nova
185601,185612,puppet-openstacklib,puppet-sahara
185601,185613,puppet-openstacklib,puppet-trove
185648,185618,murano,murano-deployment
185601,185622,puppet-openstacklib,puppet-cinder
189241,185667,ironic-python-agent,ironic
185746,185747,project-config,governance
185770,185759,requirements,ironic
169836,185849,nova-specs,python-novaclient
184086,185849,nova,python-novaclient
219548,185892,trove-integration,trove
183700,185909,tempest,devstack
185933,185937,devstack,ironic
187171,185942,tempest,nova
186035,186015,fuel-web,fuel-library
190958,186025,devstack,gnocchi
185748,186087,requirements,nova
187523,186208,requirements,ironic
185134,186356,project-config,governance
186706,186498,fuel-web,fuel-library
186479,186510,project-config,governance
175000,186532,governance,project-config
186574,186576,requirements,nova
182640,186769,python-swiftclient,glance_store
179566,186805,nova,nova
179566,186806,nova,project-config
186827,186817,governance,project-config
187014,187015,project-config,keystonemiddleware
180867,187095,neutron,openstack-manuals
185942,187171,nova,tempest
293528,187235,devstack,neutron
187645,187269,governance,project-config
185572,187293,neutron,neutron-lbaas
187231,187293,neutron-fwaas,neutron-lbaas
187107,187293,neutron-vpnaas,neutron-lbaas
186702,187533,project-config,manila
187686,187687,ha-guide,openstack-manuals
187768,187760,project-config,governance
187772,187773,os-client-config,shade
185077,187806,project-config,devstack-gate
198186,187823,requirements,pbr
278774,187823,requirements,pbr
187952,187953,governance,project-config
183756,188004,requirements,requirements
186098,188004,requirements,requirements
181165,188033,devstack,heat
187854,188057,python-openstackclient,python-openstackclient
188062,188063,murano,python-muranoclient
188063,188069,python-muranoclient,murano-dashboard
190769,188134,ceilometer,horizon
313527,188137,puppet-tripleo,tripleo-heat-templates
339437,188137,python-tripleoclient,tripleo-heat-templates
350046,188137,puppet-tripleo,tripleo-heat-templates
186904,188153,trove-integration,trove
220452,188184,keystone,python-keystoneclient
188194,188193,astara-appliance,astara
187900,188268,devstack,networking-midonet
202862,188268,devstack,networking-midonet
188341,188345,tripleo-incubator,os-cloud-config
138215,188395,oslo.db,devstack
188412,188415,puppet-tripleo,tripleo-heat-templates
185597,188415,tripleo-puppet-elements,tripleo-heat-templates
188557,188604,devstack,devstack-gate
188627,188629,requirements,taskflow
189507,188665,requirements,horizon
188767,188740,ec2-api,ec2-api
188767,188752,ec2-api,ec2-api
223368,188818,cookbook-openstack-common,openstack-chef-repo
189222,188818,cookbook-openstack-block-storage,openstack-chef-repo
223376,188818,cookbook-openstack-client,openstack-chef-repo
224197,188818,cookbook-openstack-image,openstack-chef-repo
225317,188818,cookbook-openstack-compute,openstack-chef-repo
188910,188912,trove-integration,trove
188983,188985,neutron,neutron-fwaas
189084,189010,devstack,devstack-gate
191965,189118,requirements,nova
190288,189119,oslo-incubator,python-novaclient
187471,189143,project-config,requirements
189159,189160,os-client-config,shade
188781,189202,nova,tempest
223368,189222,cookbook-openstack-common,cookbook-openstack-block-storage
224197,189222,cookbook-openstack-image,cookbook-openstack-block-storage
194401,189250,devstack,requirements
189314,189316,project-config,devstack-gate
190860,189380,astara,astara-appliance
190084,189478,devstack,devstack
189478,189480,devstack,grenade
189988,189480,devstack,grenade
186312,189547,cinder,python-cinderclient
189479,189861,requirements,python-openstackclient
189427,189944,ironic-inspector,ironic-inspector
190569,190154,neutron-vpnaas,neutron
190185,190186,oslo.messaging,project-config
191701,190186,oslo.messaging,project-config
188541,190261,zaqar,zaqar
188014,190278,governance,project-config
190235,190278,project-config,project-config
190365,190287,python-openstackclient,python-openstackclient
198188,190377,devstack,oslo.utils
198186,190377,requirements,oslo.utils
278774,190377,requirements,oslo.utils
187862,190386,requirements,futurist
187671,190443,project-config,networking-midonet
187671,190445,project-config,networking-midonet
190576,190581,devstack-gate,grenade
190664,190597,devstack-gate,grenade
185843,190715,diskimage-builder,diskimage-builder
197377,190839,puppet-openstack-integration,puppet-keystone
190859,190860,astara-appliance,astara
155287,190945,tempest,devstack
190958,190986,devstack,gnocchi
191069,191093,shade,bifrost
186581,191104,bifrost,project-config
195392,191161,requirements,neutron-lbaas
202027,191195,puppet-tripleo,tripleo-heat-templates
190913,191219,ironic,bifrost
248330,191505,devstack,ironic-python-agent
278792,191505,devstack,ironic-python-agent
254896,191505,ironic-python-agent,ironic-python-agent
191516,191520,openstack-manuals,docs-specs
162676,191578,trove-integration,trove
195813,191631,heat,heat
179984,191653,python-keystoneclient,python-keystoneclient
191638,191653,python-keystoneclient,python-keystoneclient
191688,191685,project-config,requirements
191751,191750,ironic-python-agent,ironic
192089,191828,neutron,project-config
191827,191828,neutron,project-config
191826,191828,neutron,project-config
191828,191835,project-config,neutron
191942,191946,project-config,governance
190752,191985,requirements,ironic
189171,192067,neutron,networking-ofagent
199348,192158,requirements,nova
192494,192197,devstack,requirements
198579,192197,devstack,requirements
198580,192197,devstack,requirements
192493,192197,project-config,requirements
194618,192211,ec2-api,ec2-api
189391,192279,neutron,networking-ovn
192334,192337,heat,devstack
187900,192531,devstack,project-config
202862,192531,devstack,project-config
183447,192621,python-mistralclient,python-mistralclient
192579,192621,python-mistralclient,python-mistralclient
188929,192636,project-config,governance
192684,192688,governance,project-config
192730,192727,project-config,governance
190998,192804,project-config,governance
192886,192900,requirements,nova
192399,192902,ceilometer,python-novaclient
192400,192902,ceilometer,python-novaclient
192401,192902,ceilometer,python-novaclient
192402,192902,ceilometer,python-novaclient
192403,192902,ceilometer,python-novaclient
192404,192902,ceilometer,python-novaclient
192405,192902,ceilometer,python-novaclient
